Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-27,32.90161786427078,33.33357152809115,32.719866042495205,33.253318786621094,94300400,0.0,0.0
2017-03-28,33.260395244670875,33.99919795066167,33.191941631884355,33.94255065917969,133499200,0.0,0.0
2017-03-29,33.91423110092369,34.105426558077006,33.798573786802805,34.018089294433594,116760000,0.0,0.0
2017-03-30,34.034604968580986,34.10777678541517,33.87173680766143,33.97323226928711,84829200,0.0,0.0
2017-03-31,33.9236657591083,34.053488466705346,33.75607579081318,33.90950393676758,78646800,0.0,0.0
2017-04-03,33.921311832404086,34.01808550039499,33.7655245595142,33.918949127197266,79942800,0.0,0.0
2017-04-04,33.81272701229293,34.19983243402075,33.793843381759345,34.1715087890625,79565600,0.0,0.0
2017-04-05,34.04168741039312,34.33437829257432,33.94491015075848,33.99448013305664,110871600,0.0,0.0
2017-04-06,34.05820667302944,34.11249846091452,33.859933956890806,33.90950393676758,84596000,0.0,0.0
2017-04-07,33.926020737219645,34.03223799354441,33.817444378019665,33.83396530151367,66688800,0.0,0.0
2017-04-10,33.89534137637934,33.9614322803198,33.73011051484405,33.79384231567383,75733600,0.0,0.0
2017-04-11,33.739555426459056,33.8363326829759,33.059759129324135,33.43034362792969,121517600,0.0,0.0
2017-04-12,33.42325553340228,33.55307461357385,33.28398923740312,33.470462799072266,81400000,0.0,0.0
2017-04-13,33.49643247279301,33.607371545058115,33.29343795776367,33.29343795776367,71291600,0.0,0.0
2017-04-17,33.394931268347904,33.4893494097846,33.25094675413028,33.47754669189453,66328400,0.0,0.0
2017-04-18,33.378412140217264,33.52711486824321,33.307599430751374,33.32884216308594,58790000,0.0,0.0
2017-04-19,33.48935899697586,33.51768264667333,33.151819897446615,33.20610809326172,69313600,0.0,0.0
2017-04-20,33.33356718320476,33.73483443993643,33.319405360283604,33.62153625488281,93278400,0.0,0.0
2017-04-21,33.62152818081973,33.67817545890076,33.48226548662587,33.58140182495117,69283600,0.0,0.0
2017-04-24,33.87173207865096,33.977949333473745,33.7961975675071,33.90477752685547,68537200,0.0,0.0
2017-04-25,33.96851688882511,34.202194181163286,33.95907327198616,34.11486053466797,75486000,0.0,0.0
2017-04-26,34.10070399043038,34.13139034738089,33.84342121784787,33.91423034667969,80164800,0.0,0.0
2017-04-27,33.97086807722781,34.02751896000865,33.82688356829976,33.940181732177734,56985200,0.0,0.0
2017-04-28,34.011000809548186,34.06057079148224,33.81744989338498,33.907142639160156,83441600,0.0,0.0
2017-05-01,34.24940147296508,34.745083254530826,34.2163560208607,34.59873962402344,134411600,0.0,0.0
2017-05-02,34.825329658538735,34.95515234026763,34.66010242801265,34.8182487487793,181408800,0.0,0.0
2017-05-03,34.36506087812957,34.81353901489962,34.05348996784627,34.712039947509766,182788000,0.0,0.0
2017-05-04,34.584574033123154,34.73091764768293,34.41698408605973,34.58693313598633,93487600,0.0,0.0
2017-05-05,34.6412277846611,35.165236852847734,34.6412277846611,35.160518646240234,109310800,0.0,0.0
2017-05-08,35.17703980435738,36.27934613745041,35.17703980435738,36.116477966308594,195009600,0.0,0.0
2017-05-09,36.31947777083184,36.55788050297596,36.22034139177898,36.34780502319336,156521600,0.0,0.0
2017-05-10,36.26282093972228,36.335992752530665,35.904039184804624,36.17548370361328,103222800,0.0,0.0
2017-05-11,36.13281714021765,36.516782636132284,36.09963529405712,36.488338470458984,109020400,0.1575,0.0
2017-05-12,36.66610647481071,37.073771304411224,36.65899633610669,36.997928619384766,130108000,0.0,0.0
2017-05-15,36.97659197265937,37.12828094853934,36.74906031711465,36.90311813354492,104038800,0.0,0.0
2017-05-16,36.96000309757017,36.98844365056176,36.670845420320745,36.84860610961914,80194000,0.0,0.0
2017-05-17,36.4053844021108,36.6352884770261,35.483399262288025,35.611385345458984,203070800,0.0,0.0
2017-05-18,35.85314264154133,36.34376020412852,35.81996079487625,36.15414810180664,134272800,0.0,0.0
2017-05-19,36.35325109000448,36.4954574867686,36.175490381636166,36.27740478515625,107843200,0.0,0.0
2017-05-22,36.50020209298774,36.637670820570854,36.241857374717455,36.497833251953125,91865600,0.0,0.0
2017-05-23,36.71350663175758,36.71350663175758,36.336654834496514,36.45279312133789,79675600,0.0,0.0
2017-05-24,36.46227621428931,36.54049136120539,36.18496993879644,36.34376907348633,76712000,0.0,0.0
2017-05-25,36.43620138781628,36.58315268912026,36.27029212816722,36.469383239746094,76942400,0.0,0.0
2017-05-26,36.50018838808243,36.557073100515304,36.33664800431902,36.407752990722656,87710400,0.0,0.0
2017-05-30,36.362732053532135,36.602115185235554,36.34140163533651,36.4219856262207,80507600,0.0,0.0
2017-05-31,36.49308384313369,36.540485969149856,36.11623205896214,36.206295013427734,97804800,0.0,0.0
2017-06-01,36.30347451258126,36.34139766292889,36.07831168428704,36.305843353271484,65616400,0.0,0.0
2017-06-02,36.40064895069332,36.84386444091797,36.23710853953758,36.84386444091797,111082800,0.0,0.0
2017-06-05,36.5807811487218,36.606852862787974,36.37221105274309,36.483604431152344,101326800,0.0,0.0
2017-06-06,36.47648350922154,36.92918149392936,36.44804296284815,36.606842041015625,106499600,0.0,0.0
2017-06-07,36.74194876613407,36.96948041292989,36.6139590503299,36.82490158081055,84278400,0.0,0.0
2017-06-08,36.796466618015884,36.86519916727601,36.59500303532266,36.73484420776367,85003200,0.0,0.0
2017-06-09,36.78224296392525,36.78224296392525,34.60882267059002,35.31038284301758,259530800,0.0,0.0
2017-06-12,34.542452423623764,34.62540522756913,33.77689391794459,34.46660614013672,289229200,0.0,0.0
2017-06-13,34.879011577125205,34.94774410588715,34.40261070636727,34.74391174316406,136661600,0.0,0.0
2017-06-14,34.95960365517156,34.95960365517156,34.09213058802702,34.404991149902344,126124800,0.0,0.0
2017-06-15,33.9688871727731,34.24382097950236,33.705801186394076,34.198787689208984,128661600,0.0,0.0
2017-06-16,34.07790281988881,34.248553340389826,33.70341993415324,33.72001266479492,201444400,0.0,0.0
2017-06-19,34.04946920384652,34.779473553149955,34.04946920384652,34.68466567993164,130165600,0.0,0.0
2017-06-20,34.810280996938566,34.810280996938566,34.3528452401499,34.36943435668945,99600400,0.0,0.0
2017-06-21,34.49031606945164,34.62067463554109,34.27463222524459,34.57326889038086,85063200,0.0,0.0
2017-06-22,34.54957360965013,34.769995160494595,34.39551215325413,34.51639175415039,76425200,0.0,0.0
2017-06-23,34.397879545382615,34.87901818755321,34.393138247709125,34.67044448852539,141757600,0.0,0.0
2017-06-26,34.88138751536966,35.14447348339096,34.45713358970315,34.56142044067383,102769600,0.0,0.0
2017-06-27,34.36943708079268,34.64200565400673,34.03998739887706,34.06605911254883,99047600,0.0,0.0
2017-06-28,34.24619113278057,34.63015306999566,33.93096173848588,34.56378936767578,88329600,0.0,0.0
2017-06-29,34.29834254516088,34.397888121821026,33.72239588867188,34.05421447753906,125997600,0.0,0.0
2017-06-30,34.2367143687145,34.3575939743902,34.07791522421912,34.13479995727539,92096400,0.0,0.0
2017-07-03,34.33862022944249,34.438165764605465,33.91673522094469,34.011539459228516,57111200,0.0,0.0
2017-07-05,34.05658199692874,34.31729553136255,33.82667785921068,34.15138626098633,86278400,0.0,0.0
2017-07-06,33.89778050275989,34.011546335009385,33.75320165939156,33.829044342041016,96515200,0.0,0.0
2017-07-07,33.86933248942381,34.30781026761618,33.86933248942381,34.17271041870117,76806800,0.0,0.0
2017-07-10,34.156127595998214,34.59223299761493,33.98073572909654,34.381290435791016,84362400,0.0,0.0
2017-07-11,34.30307128789807,34.568529706363286,34.22011847057492,34.49268341064453,79127200,0.0,0.0
2017-07-12,34.57327079145122,34.64674463731884,34.32440869842885,34.54246139526367,99538000,0.0,0.0
2017-07-13,34.485570585966606,35.1942444381105,34.47135031076475,35.02359390258789,100797600,0.0,0.0
2017-07-14,35.071004441877164,35.39334401782577,34.919315442404354,35.324607849121094,80528400,0.0,0.0
2017-07-17,35.27246864173629,35.76545518611695,35.21321506878609,35.44785690307617,95174000,0.0,0.0
2017-07-18,35.362528427046364,35.58295357916637,35.236911153034704,35.571102142333984,71475200,0.0,0.0
2017-07-19,35.66589458843579,35.88868850749444,35.54027735603882,35.79388427734375,83692000,0.0,0.0
2017-07-20,35.907662185281126,35.964546912483414,35.597174067805696,35.63272476196289,68974800,0.0,0.0
2017-07-21,35.54976332344537,35.656418996626286,35.286677400772504,35.616127014160156,105010400,0.0,0.0
2017-07-24,35.68961035315235,36.13045705412763,35.52843876378621,36.04750061035156,85972800,0.0,0.0
2017-07-25,35.978766981227636,36.46227450171178,35.978766981227636,36.201560974121094,75415600,0.0,0.0
2017-07-26,36.3461359299805,36.48360100956387,36.27739977363844,36.37220764160156,63124000,0.0,0.0
2017-07-27,36.440947853219285,36.49783258597296,34.91220637390665,35.684871673583984,129905200,0.0,0.0
2017-07-28,35.526071138429636,35.6066551275943,35.360161861752076,35.43363571166992,68854800,0.0,0.0
2017-07-31,35.528427705475444,35.63034569372241,35.10891516863603,35.251121520996094,79383600,0.0,0.0
2017-08-01,35.33882871591131,35.60428353810271,35.17528829275742,35.56399154663086,141474400,0.0,0.0
2017-08-02,37.75162944820518,37.86302643502192,37.01214614554972,37.24441909790039,279747200,0.0,0.0
2017-08-03,37.22309073510561,37.261013885165546,36.74195207044083,36.872310638427734,108389200,0.0,0.0
2017-08-04,36.99081153453756,37.30603726869122,36.90074497246507,37.066654205322266,82239600,0.0,0.0
2017-08-07,37.22545715284336,37.66630379808206,37.13302174093285,37.64023208618164,87481200,0.0,0.0
2017-08-08,37.590462134697404,38.35601716255815,37.51224699688369,37.94124221801758,144823600,0.0,0.0
2017-08-09,37.746888937646304,38.22328990464103,37.71133824602753,38.17351531982422,104526000,0.0,0.0
2017-08-10,38.04740753283812,38.071203487318854,36.793439882116644,36.95762252807617,163217200,0.1575,0.0
2017-08-11,37.26218756457402,37.73093949386677,37.136077008038654,37.47157669067383,105028400,0.0,0.0
2017-08-14,37.90940805704591,38.121179011613116,37.773777632391585,38.035518646240234,88490800,0.0,0.0
2017-08-15,38.22825063924133,38.59468439987318,38.10451820299092,38.45191955566406,117862000,0.0,0.0
2017-08-16,38.53281570857616,38.66844247701776,38.10689210515268,38.29724884033203,110686400,0.0,0.0
2017-08-17,38.19492325004636,38.240133370116595,37.55722891509804,37.561988830566406,111762400,0.0,0.0
2017-08-18,37.5619901311048,37.95221970573304,37.29073303204311,37.4763298034668,109712400,0.0,0.0
2017-08-21,37.47633582340532,37.56913422402366,36.90764744407707,37.40733337402344,105474000,0.0,0.0
2017-08-22,37.65003675361968,38.07120042493121,37.600070336283416,38.01885223388672,86418400,0.0,0.0
2017-08-23,37.849909595810864,38.18303111449299,37.804699468828524,38.066436767578125,77596400,0.0,0.0
2017-08-24,38.17351250993617,38.24727850571552,37.72617840342503,37.897499084472656,79275600,0.0,0.0
2017-08-25,37.987917526068365,38.204448345900694,37.89750089562663,38.03788757324219,101920400,0.0,0.0
2017-08-28,38.10451126781862,38.547089102746924,38.054541221450634,38.42097854614258,103864000,0.0,0.0
2017-08-29,38.0950011385271,38.813592522213774,38.07120518298652,38.76362609863281,118067600,0.0,0.0
2017-08-30,38.975394997925704,38.996809178342694,38.69223984323594,38.86832046508789,109078400,0.0,0.0
2017-08-31,38.93732319800034,39.14671597889555,38.89925112315523,39.02298355102539,107140400,0.0,0.0
2017-09-01,39.213344190464014,39.24665635157493,38.9349489231614,39.03488540649414,66364400,0.0,0.0
2017-09-05,38.963495509351986,39.08246801472405,38.20445034415776,38.56612777709961,117874000,0.0,0.0
2017-09-06,38.71602579082995,38.78265008874251,38.19492575085166,38.52566909790039,86606800,0.0,0.0
2017-09-07,38.56850461458287,38.60419854343788,38.156860776540526,38.371009826660156,87714000,0.0,0.0
2017-09-08,38.27583656934268,38.344839028525264,37.72142422970988,37.74522018432617,114446000,0.0,0.0
2017-09-11,38.19017085497593,38.558986315239885,38.04502426599795,38.42811584472656,126323200,0.0,0.0
2017-09-12,38.69223688297956,39.01346408766951,37.778528947565036,38.27583312988281,286856000,0.0,0.0
2017-09-13,38.04027086562925,38.06168867774736,37.57390063905335,37.98792266845703,179629600,0.0,0.0
2017-09-14,37.830884108233185,37.92843881755985,37.61673138873434,37.66194152832031,95042800,0.0,0.0
2017-09-15,37.70714877022182,38.30201133852752,37.59531431692011,38.04265213012695,196458400,0.0,0.0
2017-09-18,38.097375432252,38.190173840278646,37.59531131940203,37.75473403930664,113077600,0.0,0.0
2017-09-19,37.95460927848944,38.01647730809724,37.700009992093456,37.769012451171875,83242400,0.0,0.0
2017-09-20,37.571517895083765,37.65717824908563,36.60308353390584,37.13608169555664,211805600,0.0,0.0
2017-09-21,37.07183087659864,37.07183087659864,36.34609791707929,36.498382568359375,150046800,0.0,0.0
2017-09-22,36.05819345266955,36.231895963780865,35.82500830622658,36.141475677490234,186581600,0.0,0.0
2017-09-25,35.68937937409534,36.12719739492952,35.49188454680797,35.822628021240234,177549200,0.0,0.0
2017-09-26,36.11529084263293,36.62449298377007,36.093876664586865,36.43889617919922,146640000,0.0,0.0
2017-09-27,36.59594664000944,36.81485563371277,36.53407860802057,36.69826126098633,102016800,0.0,0.0
2017-09-28,36.61735269824249,36.71015109488617,36.334197592117555,36.472206115722656,88022000,0.0,0.0
2017-09-29,36.45555381037238,36.67446276725316,36.16763877261196,36.672080993652344,105199200,0.0,0.0
2017-10-02,36.70539835743597,36.750608493239476,36.33896461538902,36.598323822021484,74795200,0.0,0.0
2017-10-03,36.6459055880885,36.90288660586288,36.622113268198774,36.75774002075195,64921200,0.0,0.0
2017-10-04,36.555488389514124,36.61021471822905,36.2770931989831,36.51979446411133,80655200,0.0,0.0
2017-10-05,36.686354846960946,36.986167841955435,36.65542446883221,36.97426986694336,85135200,0.0,0.0
2017-10-06,36.874335688167804,36.99806810057643,36.776777370100376,36.952857971191406,69630400,0.0,0.0
2017-10-09,37.07421798748111,37.29312699972685,36.99807745879942,37.081356048583984,65051600,0.0,0.0
2017-10-10,37.13369890529192,37.59531282084811,36.905273721374186,37.09562683105469,62468000,0.0,0.0
2017-10-11,37.112277582809305,37.35260069752011,37.05992939849572,37.25028610229492,67622400,0.0,0.0
2017-10-12,37.20269747492141,37.4453987299393,37.055169124756226,37.119415283203125,64500400,0.0,0.0
2017-10-13,37.293123880786695,37.42399437464973,37.21698335847287,37.3549919128418,65576800,0.0,0.0
2017-10-16,37.571518361886696,38.07120437156467,37.51203210505612,38.04265213012695,96486000,0.0,0.0
2017-10-17,38.018854163115,38.27821335779014,37.887983678862895,38.18303680419922,75989200,0.0,0.0
2017-10-18,38.17113989187888,38.240145981296706,37.97602686235008,38.014095306396484,65496800,0.0,0.0
2017-10-19,37.29787701379484,37.376399295829955,36.88623319956745,37.11465835571289,170336800,0.0,0.0
2017-10-20,37.264569654019176,37.535826831054685,37.10990684362501,37.17890930175781,95896400,0.0,0.0
2017-10-23,37.33119083785821,37.52154756366753,37.00044743368113,37.15987014770508,87937200,0.0,0.0
2017-10-24,37.18842223736666,37.457301247652246,37.16700805887113,37.381160736083984,71028800,0.0,0.0
2017-10-25,37.33594865888059,37.48823330483015,36.945719026712815,37.216976165771484,84828400,0.0,0.0
2017-10-26,37.412093546584224,37.55486200733103,37.30501901640051,37.454925537109375,68002000,0.0,0.0
2017-10-27,37.9022604409325,38.927806521625456,37.7618737512441,38.79693603515625,177816800,0.0,0.0
2017-10-30,38.99680789839033,39.99141993722887,38.956357682012715,39.67019271850586,178803200,0.0,0.0
2017-10-31,39.95096421858157,40.36736797036266,39.72253905082596,40.22222137451172,144187200,0.0,0.0
2017-11-01,40.41971502001867,40.436372912380904,39.40607065136859,39.71063995361328,134551200,0.0,0.0
2017-11-02,39.64163895335961,40.09373300677292,39.32754980662838,40.00093460083008,165573600,0.0,0.0
2017-11-03,41.402430658755094,41.4642950526685,40.71714788601072,41.04551315307617,237594400,0.0,0.0
2017-11-06,41.01457255072037,41.637990829383504,40.85990977541101,41.461910247802734,140105200,0.0,0.0
2017-11-07,41.38101620301161,41.699861634571505,41.30725383325176,41.59516525268555,97446000,0.0,0.0
2017-11-08,41.5594826400981,41.9354362487793,41.4809603391628,41.9354362487793,97638000,0.0,0.0
2017-11-09,41.666547119664244,41.90211396556607,41.197795201429315,41.84976577758789,117930400,0.0,0.0
2017-11-10,41.81633067469587,41.88080779137369,41.61573924925851,41.71125793457031,100582000,0.1575,0.0
2017-11-13,41.43186524683418,41.67066562289663,41.40798375170611,41.54410171508789,67928400,0.0,0.0
2017-11-14,41.322017517323076,41.42709027100371,40.877848650094286,40.91605758666992,99130000,0.0,0.0
2017-11-15,40.588901672917515,40.672483265071946,40.2092099358142,40.37636947631836,116632400,0.0,0.0
2017-11-16,40.87784258190152,41.04261540809479,40.667700749539904,40.858741760253906,94550000,0.0,0.0
2017-11-17,40.84441773319496,40.927999328507845,40.51009863955309,40.63188552856445,87598000,0.0,0.0
2017-11-20,40.66531705860779,40.72979418456758,40.490993793106654,40.59128952026367,65049600,0.0,0.0
2017-11-21,40.7823286316388,41.4796253044395,40.7823286316388,41.34589767456055,100525200,0.0,0.0
2017-11-22,41.39842793935281,41.79006035925307,41.32440041543935,41.78050994873047,102355600,0.0,0.0
2017-11-24,41.81394697857846,41.909465670733525,41.706483895148324,41.782901763916016,56106800,0.0,0.0
2017-11-27,41.802011527187744,41.809175247816746,41.39366123230937,41.57276153564453,82867200,0.0,0.0
2017-11-28,41.622908946976715,41.75902327528705,41.0402354089912,41.329185485839844,105715200,0.0,0.0
2017-11-29,41.22410514722168,41.29335564470989,39.91786695513699,40.47188186645508,166665600,0.0,0.0
2017-11-30,40.698742091742034,41.10709229542491,40.223531725055075,41.037841796875,166108800,0.0,0.0
2017-12-01,40.58412748815164,40.994864470053734,40.23786763489131,40.84680938720703,159037200,0.0,0.0
2017-12-04,41.18828491002622,41.221716814542134,40.50770607299403,40.548301696777344,130169600,0.0,0.0
2017-12-05,40.371596643604626,40.95904725419856,40.213987498834896,40.510101318359375,109400800,0.0,0.0
2017-12-06,39.999066187990344,40.643826526140266,39.75071538030622,40.35965347290039,114240000,0.0,0.0
2017-12-07,40.36443114650214,40.70114058356391,40.335776264643236,40.433685302734375,102693200,0.0,0.0
2017-12-08,40.713076569124866,40.83486344658189,40.31428038675689,40.44561767578125,93420800,0.0,0.0
2017-12-11,40.40502777001256,41.28620184687759,40.30711872951533,41.233665466308594,141095200,0.0,0.0
2017-12-12,41.10948887403094,41.1668022838523,40.94471965292901,41.00202941894531,77636800,0.0,0.0
2017-12-13,41.193064698078906,41.441415484868685,41.07366451054825,41.13814163208008,95273600,0.0,0.0
2017-12-14,41.16918394890222,41.343510849394505,40.990083664361514,41.12620162963867,81906000,0.0,0.0
2017-12-15,41.46291046173976,41.59186106153947,41.18351445900325,41.54410171508789,160677200,0.0,0.0
2017-12-18,41.76141085949155,42.31542583621855,41.756633831713295,42.1291618347168,117684400,0.0,0.0
2017-12-19,41.79723889456931,41.88320719496351,41.57276590777305,41.68022537231445,109745600,0.0,0.0
2017-12-20,41.75901930180732,41.890360233332,41.37216387059322,41.63484573364258,93902400,0.0,0.0
2017-12-21,41.591862318428,42.03364448501582,41.57514818637691,41.79245376586914,83799600,0.0,0.0
2017-12-22,41.71364920213055,41.89036279752661,41.67066688216659,41.79245376586914,65397600,0.0,0.0
2017-12-26,40.78710461483625,40.94710042818668,40.51964571812408,40.732181549072266,132742000,0.0,0.0
2017-12-27,40.61994916620826,40.78233168785743,40.52681715672008,40.739349365234375,85992800,0.0,0.0
2017-12-28,40.83486891917239,41.03785071927506,40.71069168932823,40.853973388671875,65920800,0.0,0.0
2017-12-29,40.72024018734075,40.736954318493076,40.409798977010546,40.41218566894531,103999600,0.0,0.0
2018-01-02,40.63427500177655,41.14530768766719,40.41935246573737,41.1357536315918,102223600,0.0,0.0
2018-01-03,41.20023047498334,41.682608276957964,41.064116149180464,41.12858963012695,118071600,0.0,0.0
2018-01-04,41.20261997452147,41.42470624432817,41.09277382955448,41.31963348388672,89738400,0.0,0.0
2018-01-05,41.417537762138195,41.878420738410206,41.324405761327526,41.79006576538086,94640000,0.0,0.0
2018-01-08,41.63484573364258,41.93573288638638,41.53454637225686,41.63484573364258,82271200,0.0,0.0
2018-01-09,41.682609926082854,41.804396816493764,41.410377619901816,41.63007354736328,86336000,0.0,0.0
2018-01-10,41.35067956190886,41.6229118815276,41.31247062208043,41.620521545410156,95839600,0.0,0.0
2018-01-11,41.69215693595338,41.90707946148476,41.66827908454183,41.856929779052734,74670800,0.0,0.0
2018-01-12,42.07185244505125,42.35363880996836,41.94528852539171,42.289161682128906,101672400,0.0,0.0
2018-01-16,42.48258826786318,42.8384021636173,42.06230088982584,42.074241638183594,118263600,0.0,0.0
2018-01-17,42.064685739868935,42.80496837997332,41.80678453442054,42.76914978027344,137547200,0.0,0.0
2018-01-18,42.833618343391194,43.007945225400825,42.566163112850944,42.807350158691406,124773600,0.0,0.0
2018-01-19,42.65213634877975,42.88377301068296,42.36557661931531,42.61631774902344,129700400,0.0,0.0
2018-01-22,42.33930288226736,42.453926030268875,42.17214336563928,42.267662048339844,108434400,0.0,0.0
2018-01-23,42.33930447580902,42.850337099479766,42.224681323493385,42.27721405029297,130756400,0.0,0.0
2018-01-24,42.32738209800378,42.339322849923775,41.36023949337848,41.603816986083984,204420400,0.0,0.0
2018-01-25,41.67304952752626,41.77812226897453,40.7226251146335,40.86112976074219,166116000,0.0,0.0
2018-01-26,41.073663272295505,41.073663272295505,40.61038997563416,40.95664978027344,156572000,0.0,0.0
2018-01-29,40.634277393449,40.634277393449,39.89638502370084,40.108917236328125,202561600,0.0,0.0
2018-01-30,39.528632010795256,39.9680238955174,39.33042723105746,39.87250518798828,184192800,0.0,0.0
2018-01-31,39.848614150306105,40.22353245741106,39.76025918480168,39.98234176635742,129915600,0.0,0.0
2018-02-01,39.92026102820743,40.266520867281145,39.82235199313413,40.0659294128418,188923200,0.0,0.0
2018-02-02,39.64086728675343,39.831908339787944,38.2319463527583,38.32746505737305,346375200,0.0,0.0
2018-02-05,37.99314606723235,39.134611716861926,37.25286335081592,37.369876861572266,290954000,0.0,0.0
2018-02-06,36.97346299374346,39.096398210176694,36.77525824258208,38.93162536621094,272975200,0.0,0.0
2018-02-07,38.945947522773714,39.01997504696451,37.98597275617782,38.09820556640625,206434400,0.0,0.0
2018-02-08,38.27731096317277,38.44686083472415,37.021222287422866,37.04987716674805,217562000,0.0,0.0
2018-02-09,37.66129581236062,37.85790854744626,36.023639306574914,37.50304412841797,282690400,0.1575,0.0
2018-02-12,38.004179743763764,39.29656148270999,37.76680216200023,39.01362991333008,243278000,0.0,0.0
2018-02-13,38.83139739593249,39.502765307395805,38.759464466372,39.404457092285156,130196800,0.0,0.0
2018-02-14,39.092751941183096,40.17173495749488,39.05439088118544,40.13097381591797,162579600,0.0,0.0
2018-02-15,40.71122073567488,41.50247556800242,40.52180090928231,41.47850036621094,204588800,0.0,0.0
2018-02-16,41.32744456056571,41.917290178609065,41.18597878626328,41.3442268371582,160704400,0.0,0.0
2018-02-20,41.253112295940376,41.78301072112075,41.102053523974895,41.20515823364258,135722000,0.0,0.0
2018-02-21,41.440151359401156,41.749458287964465,41.003760812668595,41.018150329589844,149886400,0.0,0.0
2018-02-22,41.19317045104116,41.70868304401764,41.17159167094311,41.36101150512695,123967600,0.0,0.0
2018-02-23,41.641558209746584,42.11630979731302,41.610386412935014,42.080345153808594,135249600,0.0,0.0
2018-02-26,42.28414679991227,43.013058157625146,42.25057858591222,42.912353515625,152648800,0.0,0.0
2018-02-27,42.94352223681005,43.27440784868192,42.71813410521025,42.77328109741211,155712400,0.0,0.0
2018-02-28,42.981891750224115,43.30798458078113,42.69176721974009,42.70854949951172,151128400,0.0,0.0
2018-03-01,42.80925144499866,43.10657254361082,41.39938271096442,41.960453033447266,195208000,0.0,0.0
2018-03-02,41.432945842438244,42.27215480012037,41.34902348320575,42.25057601928711,153816000,0.0,0.0
2018-03-05,42.01080664724764,42.61743461061728,41.84536199202663,42.39684295654297,113605600,0.0,0.0
2018-03-06,42.65819142595522,42.73971370445176,42.23139401657838,42.360870361328125,95154000,0.0,0.0
2018-03-07,41.946064955454844,42.16426017774728,41.78541681139169,41.96764373779297,126814000,0.0,0.0
2018-03-08,42.07554552635035,42.4687747870205,41.977240955178814,42.42561721801758,95096400,0.0,0.0
2018-03-09,42.670188657576084,43.15932607663358,42.53351570217594,43.1545295715332,128740800,0.0,0.0
2018-03-12,43.22885284492094,43.732379708323926,43.209674144544856,43.57173156738281,128828400,0.0,0.0
2018-03-13,43.78033688064543,43.99853211416766,42.977096118989465,43.152130126953125,126774000,0.0,0.0
2018-03-14,43.2360508107178,43.28400488051018,42.63421571004129,42.785274505615234,117473600,0.0,0.0
2018-03-15,42.79966005740004,43.21686814482542,42.69655899101007,42.83562469482422,90975200,0.0,0.0
2018-03-16,42.83561779461517,42.94831185193883,42.58865090098938,42.68456268310547,157618800,0.0,0.0
2018-03-19,42.51672361124279,42.55268824454296,41.639149972112975,42.032379150390625,133787200,0.0,0.0
2018-03-20,42.01800155639648,42.39204845088556,41.94606861699598,42.018001556396484,78597600,0.0,0.0
2018-03-21,41.97003487960423,41.98202431005931,41.06368954883964,41.06608963012695,148219600,0.0,0.0
