Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-13,25.14628743102509,25.346467319923352,24.83172059259735,25.232078552246094,404000,0.0,0,,,,,,,,,,22.534427642822266
2017-02-14,25.23207745628132,26.12811700669874,25.20348162921491,25.84214782714844,355900,0.0,0,0.024178320214053084,1.024178320214053,,,,,,,,22.64881896972656
2017-02-15,25.899343757433925,26.02326326216038,25.52758342510668,26.004199981689453,693700,0.0,0,0.006270846975450217,1.0306007857356891,,,,,,,,22.601152420043945
2017-02-16,25.947002888166857,25.97560053411375,25.63243605534204,25.90887451171875,363000,0.0,0,-0.0036657720690436157,1.026822838161005,,,,,,,,22.38191032409668
2017-02-17,25.65149917139096,26.042324545073505,25.498982041083018,25.95653343200684,479100,0.0,0,0.0018394824625258543,1.028711660763923,,,,,,,,22.3342514038086
2017-02-21,26.14718416117961,26.690526735972536,26.02326284031408,26.29016876220703,478700,0.0,0,0.012853616646234745,1.041934326090894,,,,,,,,22.0959415435791
2017-02-22,26.166249259489355,26.633333259191133,26.070925586088457,26.29016876220703,493800,0.0,0,0.0,1.041934326090894,,,,,,,,22.543960571289062
2017-02-23,26.39502231865054,26.40455486684255,25.680097567578784,25.97559928894043,302300,0.0,0,-0.011965289234613263,1.0294672805157445,,,,,,,,22.5248966217041
2017-02-24,25.37506503260935,25.537114726655552,25.07956147290006,25.47991943359375,349700,0.0,0,-0.019082518552621996,1.0098224520359855,,,,25.761123664284945,,,,22.543960571289062
2017-02-27,25.584775331996934,25.861211972405776,25.355999617060995,25.76589012145996,617400,0.0,0,0.01122337488591807,1.0211560679834024,,,,25.885044104436297,,,,22.496301651000977
2017-02-28,25.54664448675592,25.83261548675666,25.384594798866484,25.651500701904297,475700,0.0,0,-0.004439567933280597,1.0166225762491083,,,,25.885044104436297,,,,22.21986198425293
2017-03-01,26.3378292004513,26.56660673962169,26.24250734696942,26.375959396362305,421200,0.0,0,0.028242351310238334,1.0453343881974553,,,,25.885044104436297,,,,22.715545654296875
2017-03-02,26.480812957426902,26.53800642740149,25.70869293110561,25.718225479125977,353900,0.0,0,-0.024936871768427182,1.0192670186038482,,,,25.885044104436297,,,,22.5248966217041
2017-03-03,25.48944949317032,26.09951801440208,25.48944949317032,25.95653343200684,261800,0.0,0,0.009266111811418787,1.0287116607639228,,,,25.885044104436297,,,,22.62022018432617
2017-03-06,25.632433217153096,25.727756874940138,25.413190076946183,25.44178771972656,569000,0.0,0,-0.019831065408971393,1.008311212532342,,,,25.8564473660456,,,,22.515365600585938
2017-03-07,25.48945222538486,25.49898477431935,25.01283568754712,25.041433334350582,544600,0.0,0,-0.015736094876130036,0.9924443316272673,,,,25.789721213584407,,,,21.905292510986328
2017-03-08,25.327402354693305,25.53711479350666,24.87938346675641,24.888916015625,326300,0.0,0,-0.006090598596701247,0.9863997515737541,,,,25.72299510318905,,,,21.46681022644043
2017-03-09,24.888914791008528,25.16535142200483,24.56481541801445,24.660139083862305,362700,0.0,0,-0.009191920275638865,0.9773328436973782,,,,25.56571107881807,,,,21.991086959838867
2017-03-10,24.907978069659936,24.955640811657712,24.45995920376704,24.660139083862305,370000,0.0,0,0.0,0.9773328436973782,,,,25.51328297169437,,,,21.94342803955078
2017-03-13,24.66014054903309,24.745929853430823,24.38370208346463,24.402767181396484,518200,0.0,0,-0.010436757943277142,0.9671326573776939,25.57714910507202,26.72299330422957,24.431304905914477,25.47515441154316,,,,21.89575958251953
2017-03-14,24.25024832642456,24.574347695850303,23.954744783734945,24.50761985778809,371600,0.0,0,0.004296753544882348,0.9712881880516531,25.54092617034912,26.77172294801331,24.31012939268493,25.24637560556822,,,,22.83946418762207
2017-03-15,24.660142519820525,24.85078805993164,24.45043006210596,24.650609970092773,438500,0.0,0,0.005834516494642061,0.9769551850058914,25.48134927749634,26.76292260762027,24.19977594737241,25.027131399068512,,,,22.563026428222656
2017-03-16,24.83172027399263,25.050965257715365,24.60294455972121,24.631542205810547,536600,0.0,0,-0.0007735209921928554,0.9761994896618577,25.412716388702396,26.721962168423232,24.103470608981556,24.84125082933754,,,,22.972919464111328
2017-03-17,24.61247569423555,24.641073338681725,24.021472254195825,24.250247955322266,1306000,0.0,0,-0.015479917875314109,0.9610880017319685,25.329785060882568,26.71172740348205,23.947842718283084,24.745929788620803,,,,23.47813034057617
2017-03-20,24.1167950629824,24.37416841883845,23.897551901244743,24.07866668701172,463800,0.0,0,-0.007075443872848752,0.9542878775188456,25.23589172363281,26.68888126661993,23.78290218064569,24.7173333473757,,,,23.030107498168945
2017-03-21,24.28837916079741,24.28837916079741,22.66788396773166,22.69647979736328,945600,0.0,0,-0.05740296618641283,0.8995089227535277,25.056207275390623,26.80541476422087,23.306999786560382,23.916617694868243,24.679205351852097,,,22.76320457458496
2017-03-22,22.43910579689781,22.696477326300585,22.14360225645944,22.534427642822266,491700,0.0,0,-0.007139968664208518,0.8930864572318915,24.868420219421388,26.84201057709797,22.89482986174481,23.597283757087403,24.41706449621599,,,22.610685348510746
2017-03-23,22.467704169281763,22.982450922709763,22.38191304371043,22.64881896972656,440900,0.0,0,0.005076291651043174,0.8976200245583975,24.702081203460693,26.83079730556445,22.573365101356934,23.597283757087403,24.41706449621599,,,22.972919464111328
2017-03-24,22.744138817367283,22.953849412281905,22.41050692052545,22.601152420043945,518200,0.0,0,-0.002104593168691382,0.8957308995866313,24.5581428527832,26.842385684558305,22.2739000210081,23.597283757087403,24.41706449621599,,,22.9633846282959
2017-03-27,21.647920480349928,22.42004051667204,21.36195130862536,22.38191032409668,545500,0.0,0,-0.009700483049387754,0.8870418771783783,24.38894386291504,26.789910554116823,21.98797717171325,23.206458283170363,24.02623902229895,,,22.582090377807617
2017-03-28,22.22939518297357,22.582092223324583,21.91482833861632,22.3342514038086,658000,0.0,0,-0.0021293499794237114,0.8851530545754606,24.22308139801025,26.70998520192191,21.7361775940986,23.206458283170363,24.02623902229895,,,22.925254821777344
2017-03-29,22.353314893576577,22.553492953698385,22.067343898641266,22.0959415435791,574400,0.0,0,-0.010670152131844524,0.8757083368231735,24.00908050537109,26.453917200806664,21.56424380993553,23.001512323653543,23.99764228390825,,,22.896657943725582
2017-03-30,22.134070081568726,22.69647770911788,22.105474254568136,22.543960571289062,904000,0.0,0,0.020276077705326356,0.8934642671078022,23.850367259979247,26.24175761863947,21.458976901319023,22.868059863731908,23.964279024123528,,,23.20169448852539
2017-03-31,22.48676824437889,22.74414160937829,22.33425109878246,22.5248966217041,826800,0.0,0,-0.0008456344449626618,0.8927087229481926,23.678785419464116,25.92778940205153,21.42978143687669,22.825165234711385,23.964279024123528,,,22.69647979736328
2017-04-03,22.610686591820706,22.744140451031697,22.11500680295089,22.543960571289062,444100,0.0,0,0.0008463501477999902,0.8934642671078021,23.53389406204224,25.67983675807802,21.38795136600645,22.17220111566756,23.964279024123528,,,23.030107498168945
2017-04-04,22.496301651000973,22.75367502581368,22.31518685189413,22.496301651000977,405100,0.0,0,-0.0021140438095328395,0.8915754445048841,23.40663747787476,25.479738984575302,21.333535971174207,22.17220111566756,23.964279024123528,,,22.810867309570312
2017-04-05,22.810867277840146,22.8489956545712,22.181733607521885,22.21986198425293,515600,0.0,0,-0.012288227240042637,0.880619562841166,23.273184776306152,25.28968221070153,21.256687341910773,22.15790036045363,23.964279024123528,,,22.572559356689453
2017-04-06,22.267526733013906,22.906193009562955,22.057814278591632,22.715545654296875,421200,0.0,0,0.02230813451475222,0.900264542505349,23.17595510482788,25.100004585433908,21.251905624221852,22.13407215909416,23.949978868013424,,,23.154029846191406
2017-04-07,22.51536589098364,22.74414160937829,22.267525074852493,22.5248966217041,391300,0.0,0,-0.008392888090571149,0.8927087229481924,23.06919298171997,24.884735541039724,21.25365042240022,22.41051067408964,23.73073466151372,,,23.3923397064209
2017-04-10,22.54396161189176,22.896658645743287,22.372379369377377,22.62022018432617,545000,0.0,0,0.004231920093707098,0.8964865949306644,22.980065631866456,24.696238998637508,21.263892265095404,22.48200364407729,23.54485409178275,,,22.74414253234864
2017-04-11,22.467702856859425,22.696478572303377,22.086409997786166,22.515365600585938,507100,0.0,0,-0.004635436034034934,0.8923309886644936,22.88045291900635,24.454299934677245,21.30660590333545,22.48200364407729,23.44953305106601,,,23.28748321533203
2017-04-12,22.477232638254005,22.477232638254005,21.628855903997938,21.905292510986328,383300,0.0,0,-0.027095855355941167,0.8681525172660165,22.743187046051027,24.14301541858633,21.343358673515723,22.267524456780446,23.44953305106601,,,23.430469512939453
2017-04-13,21.75277943421793,22.00062026276078,21.44774512774916,21.46681022644043,433800,0.0,0,-0.020017184629056328,0.8507745480417226,22.58495044708252,23.79601518873365,21.373885705431388,22.176969068656057,23.26365136531509,,,23.401870727539062
2017-04-17,21.524002966795805,22.0578129848239,21.19037102372281,21.991086959838867,485600,0.0,0,0.024422665867362525,0.871552730557002,22.471992397308348,23.434111355094966,21.50987343952173,22.048282016642883,23.12066814071909,,,23.373273849487305
