Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-13,71.91289277527244,72.02607712600685,70.91168287273425,71.5211181640625,60300,0.0,0,,,,,,,,,,66.51249694824219
2017-02-14,71.08580934271957,71.34699020002851,70.34578695026654,70.91168212890625,49300,0.0,0,-0.008521064138822143,0.9914789358611779,,,,,,,,66.42505645751953
2017-02-15,70.9729281532139,71.93497511814888,70.84173841422566,71.89124298095703,64600,0.37,0,0.013813814912331246,1.0051750423706394,,,,,,,,65.76908874511719
2017-02-16,71.93497068118425,72.59091266307955,66.55624509512545,66.90608215332031,255800,0.0,0,-0.06934308854497362,0.9354731004043345,,,,,,,,65.20060729980469
2017-02-17,67.03727298758375,67.34337791632237,65.28809434040654,66.42505645751953,265800,0.0,0,-0.007189566035244344,0.9287474547747828,,,,,,,,64.89452362060547
2017-02-21,66.51252605974655,67.01104174725074,65.50674692247667,66.5562515258789,114900,0.0,0,0.00197508403238289,0.9305818090428247,,,,,,,,64.32604217529297
2017-02-22,65.81282529842844,66.81860402953268,65.76909317736896,66.38130950927734,87700,0.0,0,-0.002628483614849353,0.9281357900054787,,,,,,,,64.7195816040039
2017-02-23,66.64368221787963,66.94979372012625,66.07520467961557,66.38130950927734,95000,0.0,0,0.0,0.9281357900054787,,,,,,,,65.33181762695312
2017-02-24,65.81284086470764,66.46878280023628,65.46300383124175,66.33759307861328,107600,0.0,0,-0.0006585653550259529,0.9275245519294215,,,,68.93950350174305,,,,64.41350555419922
2017-02-27,66.07522110755936,66.64369878716111,65.41927916409287,65.5067367553711,186400,0.0,0,-0.01252466790975637,0.9159076149383599,,,,68.93950350174305,,,,65.59420013427734
2017-02-28,65.11315629713448,65.31431472752762,63.88873688634263,64.06365203857422,142600,0.0,0,-0.022029561969877154,0.8957305713763929,,,,68.23982477471108,,,,65.2880859375
2017-03-01,64.807057966994,65.55045744767632,64.5446852122399,64.93824768066406,456400,0.0,0,0.013651979152909277,0.9079590664634469,,,,68.23982477471108,,,,66.16267395019531
2017-03-02,64.89450749407888,65.88279743143795,64.7195923459617,64.98197174072266,198900,0.0,0,0.000673317522727146,0.9085704112128158,,,,65.6160574013325,,,,66.25888061523438
2017-03-03,64.93825575479495,65.81284505788983,64.41350350745539,64.89452362060547,150500,0.0,0,-0.0013457289425766739,0.907347721714078,,,,65.44988931679669,,,,66.94979095458984
2017-03-06,64.63214734349265,65.06944197142889,64.28231030662636,64.67587280273438,81200,0.0,0,-0.0033693261876671654,0.9042905712739866,,,,65.41926530323444,,,,66.7748794555664
2017-03-07,64.67584948794054,64.93822883915257,64.36974469324923,64.7195816040039,96300,0.0,0,0.000675813087251953,0.9049017026767321,,,,65.41926530323444,,,,65.41926574707031
