Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-13,18.957109451293945,19.07851066162239,18.85438740544677,18.957109451293945,575200,0.0,0,,,,,,,,,,18.901079177856445
2017-02-14,18.957111246247237,19.0504963904559,18.59291114312425,18.854389190673828,573400,0.0,0,-0.005418561352089735,0.9945814386479103,,,,,,,,18.910419464111328
2017-02-15,18.845048650099464,19.09718798038483,18.667617071620136,19.069171905517575,436800,0.0,0,0.0113916559519196,1.0059113682131524,,,,,,,,18.938432693481445
2017-02-16,19.09718798038483,19.143879657323616,18.779679589915844,19.069171905517575,530600,0.0,0,0.0,1.0059113682131524,,,,,,,,18.863725662231445
2017-02-17,18.91975257601143,19.330646018441684,18.77033710261369,19.181230545043945,510000,0.0,0,0.005876429248296233,1.011822535198514,,,,,,,,19.069171905517575
2017-02-21,19.246604792602096,19.82558946317159,19.237266100344726,19.62948226928711,553400,0.0,0,0.02336928922211312,1.0354681086650197,,,,,,,,18.81702995300293
2017-02-22,19.638822108188283,19.685513791027876,19.43337442887762,19.48940658569336,525600,0.0,0,-0.0071359846210981015,1.0280790241659485,,,,,,,,19.003803253173828
2017-02-23,19.48006945129106,19.56411591206484,19.05983714742217,19.227930068969727,373500,0.0,0,-0.013416340593744636,1.0142859658204535,,,,,,,,18.975786209106445
2017-02-24,19.087852087506803,19.4240361293401,18.74232757150825,19.36800575256348,395300,0.0,0,0.007285011079783743,1.0216750503195247,,,,19.20925030314792,,,,18.61158561706543
2017-02-27,19.368000429977855,19.51741591443652,19.07850815148584,19.302631378173828,547200,0.0,0,-0.0033753797486867354,1.0182265090449376,,,,19.20925030314792,,,,18.73298454284668
2017-02-28,19.302632146292293,19.302632146292293,18.929093420281244,19.115861892700195,579000,0.0,0,-0.009675856198798849,1.0083742957656139,,,,19.246603267395862,,,,18.359447479248047
2017-03-01,19.30263282307363,19.489403083214192,19.10652387180872,19.480064392089844,444000,0.0,0,0.019052371346579333,1.0275862173048858,,,,19.28395851733992,,,,18.30341911315918
2017-03-02,19.42403431486254,19.53609683912113,19.19057235539941,19.311973571777344,282500,0.0,0,-0.00862886369003768,1.0187193159060004,,,,19.28395851733992,,,,18.359447479248047
2017-03-03,19.30262900296701,19.367998046727315,18.91975164850848,19.04115104675293,288100,0.0,0,-0.014023555076742467,1.0044332494716512,,,,19.28395851733992,,,,18.33143424987793
2017-03-06,19.031819005379475,19.31197443800548,18.751665353926946,18.854389190673828,425800,0.0,0,-0.009808328058557692,0.9945814386479102,,,,19.213920681268064,,,,18.499521255493164
2017-03-07,18.835709649740625,19.153218035005327,18.77034059062847,19.078510284423828,743300,0.0,0,0.011886945341133659,1.0064039738464239,,,,19.153221741786545,,,,18.30341911315918
2017-03-08,19.106525684775143,19.19991082370649,18.835710741164963,18.882402420043945,658500,0.0,0,-0.010278992513371943,0.9960591549338287,,,,19.13921220531469,,,,18.079294204711918
2017-03-09,18.80769223385729,18.99446248757613,18.508861252845666,18.845046997070312,276500,0.0,0,-0.0019783193972171542,0.9940886317868474,,,,19.022479045983395,,,,18.396800994873047
2017-03-10,18.910418212255088,19.13454147362249,18.83571045846595,18.947772979736328,211500,0.0,0,0.005451086573675656,0.9995074949806243,,,,19.022479045983395,,,,18.480846405029297
2017-03-13,18.91975954152301,19.03182029724121,18.82637439097545,19.03182029724121,414300,0.0,0,0.004435735935551133,1.0039410462939626,19.136876106262207,19.590412807187022,18.683339405337392,19.022479045983395,,,,18.79835700988769
2017-03-14,18.957107946818297,18.957107946818297,18.704970416864207,18.89173889160156,296400,0.0,0,-0.00736037874737383,0.9965516599532043,19.133607578277587,19.59324699585603,18.673968160699143,19.022479045983395,,,,19.237266540527344
2017-03-15,18.938432111078164,19.162555346684798,18.69563149387769,19.115861892700195,502900,0.0,0,0.011863545350940141,1.0083742957656139,19.146681213378905,19.5881306691327,18.70523175762511,18.938429649786492,,,,19.27461814880371
2017-03-16,19.16255757243228,19.237265326311856,18.95710991338342,19.106525421142575,328700,0.0,0,-0.0004884148886420414,1.007881790746238,19.148548889160157,19.58897465154242,18.708123126777895,18.91041784542557,,,,19.582786560058597
2017-03-17,19.1718930519638,19.30263115405388,19.06916923965128,19.255939483642575,644600,0.0,0,0.007820054102283924,1.0157634808785805,19.157887268066407,19.599112918345313,18.7166616177875,18.905746203449773,,,,20.469940185546875
2017-03-20,19.283959609685112,19.610806745003217,19.283959609685112,19.358667373657227,515800,0.0,0,0.005334867722341707,1.0211824446862532,19.16675910949707,19.61665066131948,18.716867557674664,19.05983399892444,,,,20.47928047180176
2017-03-21,19.470731388384166,19.564116545732336,18.789022767737848,18.994468688964844,594600,0.0,0,-0.01881321052026419,1.0019707243747726,19.13500843048096,19.536301705949413,18.733715155012504,19.05983399892444,19.16722535800863,,,21.217021942138672
2017-03-22,18.98512562199279,19.10652505176011,18.518201723979026,18.901079177856445,348600,0.0,0,-0.004916668775402755,0.9970443662003715,19.105592060089112,19.48401893385421,18.727165186324015,19.06450423449112,19.16722535800863,,,20.843481063842773
2017-03-23,18.873064694157225,18.985127222846064,18.789020024107437,18.910419464111328,489200,0.0,0,0.0004941668233326979,0.9975370724475385,19.089716529846193,19.472944290540795,18.70648876915159,19.06450423449112,19.16722535800863,,,21.431808471679688
2017-03-24,18.947771384565552,19.1438785538122,18.817031490561256,18.938432693481445,373900,0.0,0,0.0014813647800504537,0.999014788733457,19.06823787689209,19.434252784993944,18.702222968790238,19.06450423449112,19.16722535800863,,,20.806129455566406
2017-03-27,18.732985763262995,18.91041733825165,18.434154761917853,18.863725662231445,276000,0.0,0,-0.0039447314600491445,0.9950739436672857,19.04629259109497,19.405969825941384,18.68661535624856,19.022480753460535,19.12987211254472,,,19.470727920532227
2017-03-28,18.88240163541583,19.07851059714,18.85438734172188,19.069171905517575,700000,0.0,0,0.01089107459283456,1.0059113682131522,19.04395809173584,19.40238931168225,18.685526871789428,19.022480753460535,19.12987211254472,,,20.507293701171875
2017-03-29,18.99446150675645,18.99446150675645,18.686291850854573,18.81702995300293,243100,0.0,0,-0.01322249092744765,0.9926107142731373,19.010806369781495,19.320623313012476,18.700989426550514,19.022480753460535,19.059834276472863,,,20.012361526489254
2017-03-30,18.826371670886648,19.031817547468997,18.826371670886648,19.003803253173828,293400,0.0,0,0.009925758774757654,1.0024631287802523,18.99539785385132,19.272340885371026,18.718454822331612,19.022480753460535,19.022480753460535,,,19.69485092163086
2017-03-31,18.96644751776029,19.01314097449105,18.919755842202783,18.975786209106445,429200,0.0,0,-0.0014742861570461452,1.0009852112665425,18.992129611968995,19.268370015434893,18.715889208503096,18.999135653825093,19.022480753460535,,,19.890958786010746
2017-04-03,18.910416606852674,19.0971868660563,18.58356954383293,18.61158561706543,489900,0.0,0,-0.019192911852381478,0.9817733903411663,18.979989433288573,19.298040622252213,18.661938244324933,18.789016657865027,19.022480753460535,,,19.95632553100586
2017-04-04,18.61158512439912,18.938432178766917,18.61158512439912,18.73298454284668,501800,0.0,0,0.006522761052123238,0.9881772635736946,18.962713146209715,19.29486213567761,18.63056415674182,18.789016657865027,19.022480753460535,,,20.04037475585937
