Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return
2017-04-06,2353.7900390625,2364.159912109375,2348.89990234375,2357.489990234375,3201920000,0,0,0.0019295094059432,0.9966644289843436
2017-04-07,2356.590087890625,2363.760009765625,2350.739990234375,2355.5400390625,3053150000,0,0,-0.0008271302020167,0.9958400577338548
2017-04-10,2357.159912109375,2366.3701171875,2351.5,2357.159912109375,2785410000,0,0,0.0006876864837839,0.9965248834815692
2017-04-11,2353.919921875,2355.219970703125,2337.25,2353.780029296875,3117420000,0,0,-0.001433879303282,0.9950959870759392
2017-04-12,2352.14990234375,2352.719970703125,2341.179931640625,2344.929931640625,3196950000,0,0,-0.0037599510345466,0.99135447488986
2017-04-13,2341.97998046875,2348.260009765625,2328.949951171875,2328.949951171875,3143890000,0,0,-0.0068146942273749,0.9845986972725458
2017-04-17,2332.6201171875,2349.139892578125,2332.510009765625,2349.010009765625,2824710000,0,0,0.0086133489402193,0.9930793894182396
2017-04-18,2342.530029296875,2348.35009765625,2334.5400390625,2342.18994140625,3269840000,0,0,-0.0029033798625895,0.99019610271705
2017-04-19,2346.7900390625,2352.6298828125,2335.050048828125,2338.169921875,3519900000,0,0,-0.0017163507793208,0.9884965788644712
2017-04-20,2342.68994140625,2361.3701171875,2340.909912109375,2355.840087890625,3647420000,0,0,0.0075572634179876,0.9959669078987295
2017-04-21,2354.739990234375,2356.179931640625,2344.510009765625,2348.68994140625,3503360000,0,0,-0.0030350729326357,0.9929440756947652
2017-04-24,2370.330078125,2376.97998046875,2369.18994140625,2374.14990234375,3690650000,0,0,0.0108400689629795,1.0037076579516784
2017-04-25,2381.510009765625,2392.47998046875,2381.14990234375,2388.610107421875,3995240000,0,0,0.006090687476747,1.0098209276142798
2017-04-26,2388.97998046875,2398.159912109375,2386.780029296875,2387.449951171875,4105920000,0,0,-0.0004857034835427,1.0093304540719832
2017-04-27,2389.699951171875,2392.10009765625,2382.679931640625,2388.77001953125,4098460000,0,0,0.0005529198041311,1.0098885328689524
2017-04-28,2393.679931640625,2393.679931640625,2382.360107421875,2384.199951171875,3718270000,0,0,-0.0019131470681601,1.0079564675831256
2017-05-01,2388.5,2394.489990234375,2384.830078125,2388.330078125,3199240000,0,0,0.0017322905115801,1.0097025410080058
2017-05-02,2391.050048828125,2392.929931640625,2385.820068359375,2391.169921875,3813680000,0,0,0.0011890499458222,1.010903127759688
2017-05-03,2386.5,2389.820068359375,2379.75,2388.1298828125,3893990000,0,0,-0.0012713605313821,1.0096179054220036
2017-05-04,2389.7900390625,2391.429931640625,2380.35009765625,2389.52001953125,4362540000,0,0,0.000582102643895,1.0102056066740734
2017-05-05,2392.3701171875,2399.2900390625,2389.3798828125,2399.2900390625,3540140000,0,0,0.0040886954080285,1.0143360296992463
2017-05-08,2399.93994140625,2401.360107421875,2393.919921875,2399.3798828125,3429440000,0,0,3.744597299082386e-05,1.0143740124988183
2017-05-09,2401.580078125,2403.8701171875,2392.43994140625,2396.919921875,3653590000,0,0,-0.0010252486299153,1.013334026932282
2017-05-10,2396.7900390625,2399.739990234375,2392.7900390625,2399.6298828125,3643530000,0,0,0.0011306013658478,1.014479703767192
2017-05-11,2394.840087890625,2395.719970703125,2381.739990234375,2394.43994140625,3727420000,0,0,-0.0021628091246167,1.0122855778071458
2017-05-12,2392.43994140625,2392.43994140625,2387.18994140625,2390.89990234375,3305630000,0,0,-0.0014784413679722,1.010788972932714
2017-05-15,2393.97998046875,2404.050048828125,2393.93994140625,2402.320068359375,3473600000,0,0,0.0047765136484509,1.015617020257631
2017-05-16,2404.550048828125,2405.77001953125,2396.050048828125,2400.669921875,3420790000,0,0,-0.0006868970151433,1.014919395957887
2017-05-17,2382.949951171875,2384.8701171875,2356.2099609375,2357.030029296875,4163000000,0,0,-0.0181782144144334,0.9964699735647972
2017-05-18,2354.68994140625,2375.739990234375,2352.719970703125,2365.719970703125,4319420000,0,0,0.0036868182832792,1.0001437772820747
2017-05-19,2371.3701171875,2389.06005859375,2370.429931640625,2381.72998046875,3825160000,0,0,0.0067674999424665,1.0069122502372894
2017-05-22,2387.2099609375,2395.4599609375,2386.919921875,2394.02001953125,3172830000,0,0,0.0051601311497457,1.0121080495047994
2017-05-23,2397.0400390625,2400.85009765625,2393.8798828125,2398.419921875,3213570000,0,0,0.0018378719926541,1.0139681745425242
2017-05-24,2401.409912109375,2405.580078125,2397.989990234375,2404.389892578125,3389900000,0,0,0.002489126548973,1.0164920696455917
2017-05-25,2409.5400390625,2418.7099609375,2408.010009765625,2415.070068359375,3535390000,0,0,0.0044419483770987,1.0210072749446877
2017-05-26,2414.5,2416.679931640625,2412.199951171875,2415.820068359375,2805040000,0,0,0.0003105499959714,1.0213243487498085
2017-05-30,2411.669921875,2415.260009765625,2409.429931640625,2412.909912109375,3203160000,0,0,-0.001204624586125,1.0200940363288964
2017-05-31,2415.6298828125,2415.989990234375,2403.590087890625,2411.800048828125,4516110000,0,0,-0.000459968801852,1.0196248248972295
2017-06-01,2415.64990234375,2430.06005859375,2413.5400390625,2430.06005859375,3857140000,0,0,0.0075711126113033,1.0273445192678072
2017-06-02,2431.280029296875,2440.22998046875,2427.7099609375,2439.070068359375,3461680000,0,0,0.0037077313104922,1.0311536367085592
2017-06-05,2437.830078125,2439.550048828125,2434.320068359375,2436.10009765625,2912600000,0,0,-0.0012176651838143,1.0298980368259756
2017-06-06,2431.919921875,2436.2099609375,2428.1201171875,2429.330078125,3357840000,0,0,-0.0027790399654609,1.0270359090212864
2017-06-07,2432.030029296875,2435.280029296875,2424.75,2433.139892578125,3572300000,0,0,0.0015682572275503,1.0286465655085628
2017-06-08,2434.27001953125,2439.27001953125,2427.93994140625,2433.7900390625,3728860000,0,0,0.0002672047284901,1.028921424734812
2017-06-09,2436.389892578125,2446.199951171875,2415.699951171875,2431.77001953125,4027340000,0,0,-0.0008299892344156,1.0280674310292224
2017-06-12,2425.8798828125,2430.3798828125,2419.969970703125,2429.389892578125,4027750000,0,0,-0.0009787631782646,1.027061196482958
2017-06-13,2434.14990234375,2441.489990234375,2431.280029296875,2440.35009765625,3275500000,0,0,0.0045115051773323,1.0316947883883278
2017-06-14,2443.75,2443.75,2428.340087890625,2437.919921875,3555590000,0,0,-0.0009958307964025,1.0306673949455627
2017-06-15,2424.139892578125,2433.949951171875,2418.530029296875,2432.4599609375,3353050000,0,0,-0.0022395981461527,1.0283591141585426
2017-06-16,2431.239990234375,2433.14990234375,2422.8798828125,2433.14990234375,5284720000,0,0,0.0002836393681004,1.028650797287863
2017-06-19,2442.550048828125,2453.820068359375,2441.7900390625,2453.4599609375,3264700000,0,0,0.0083472286578751,1.0372371807019305
2017-06-20,2450.659912109375,2450.659912109375,2436.60009765625,2437.030029296875,3416510000,0,0,-0.0066966373620162,1.0302911794443694
2017-06-21,2439.31005859375,2442.22998046875,2430.739990234375,2435.610107421875,3594820000,0,0,-0.0005826443900691,1.0296908860685283
2017-06-22,2437.39990234375,2441.6201171875,2433.27001953125,2434.5,3468210000,0,0,-0.0004557820722176,1.0292215714227324
2017-06-23,2434.64990234375,2441.39990234375,2431.110107421875,2438.300048828125,5278330000,0,0,0.0015609155178168,1.030828099344838
2017-06-26,2443.320068359375,2450.419921875,2437.030029296875,2439.070068359375,3238970000,0,0,0.0003158017946232,1.0311536367085592
2017-06-27,2436.340087890625,2440.14990234375,2419.3798828125,2419.3798828125,3563910000,0,0,-0.0080728248861335,1.0228293139687112
2017-06-28,2428.699951171875,2442.969970703125,2428.02001953125,2440.68994140625,3500800000,0,0,0.0088080663748337,1.0318384624562733
2017-06-29,2442.3798828125,2442.72998046875,2405.699951171875,2419.699951171875,3900280000,0,0,-0.0086000232468206,1.0229646276921858
2017-06-30,2429.199951171875,2432.7099609375,2421.64990234375,2423.409912109375,3361590000,0,0,0.0015332318107057,1.02453306960059
2017-07-03,2431.389892578125,2439.169921875,2428.68994140625,2429.010009765625,1962290000,0,0,0.0023108338495552,1.026900595297812
2017-07-05,2430.780029296875,2434.89990234375,2422.050048828125,2432.5400390625,3367220000,0,0,0.0014532790242456,1.0283929683929436
2017-07-06,2423.43994140625,2424.280029296875,2407.699951171875,2409.75,3364520000,0,0,-0.0093688238205867,1.01875813585374
2017-07-07,2413.52001953125,2426.919921875,2413.52001953125,2425.179931640625,2901330000,0,0,0.0064031254863057,1.0252813720378062
2017-07-10,2424.510009765625,2432.0,2422.27001953125,2427.429931640625,2999130000,0,0,0.0009277662125786,1.026232593453169
2017-07-11,2427.35009765625,2429.300048828125,2412.7900390625,2425.530029296875,3106750000,0,0,-0.0007826806116978,1.0254293810991808
2017-07-12,2435.75,2445.760009765625,2435.75,2443.25,3171620000,0,0,0.0073056076358954,1.0329207658158106
2017-07-13,2444.989990234375,2449.320068359375,2441.68994140625,2447.830078125,3067670000,0,0,0.001874584313926,1.0348570628809377
2017-07-14,2449.159912109375,2463.5400390625,2446.68994140625,2459.27001953125,2736640000,0,0,0.0046735030786992,1.0396934705503251
2017-07-17,2459.5,2462.820068359375,2457.159912109375,2459.139892578125,2793170000,0,0,-5.291283677333336e-05,1.0396384574194235
2017-07-18,2455.8798828125,2460.919921875,2450.340087890625,2460.610107421875,2962130000,0,0,0.0005978573436131,1.0402600129058943
2017-07-19,2463.85009765625,2473.830078125,2463.85009765625,2473.830078125,3059760000,0,0,0.0053726393560888,1.0458489547917982
2017-07-20,2475.56005859375,2477.6201171875,2468.429931640625,2473.449951171875,3182780000,0,0,-0.0001536592818101,1.045688250392523
2017-07-21,2467.39990234375,2472.5400390625,2465.06005859375,2472.5400390625,3059570000,0,0,-0.000367871647835,1.0453035713327294
2017-07-24,2472.0400390625,2473.10009765625,2466.320068359375,2469.909912109375,3010240000,0,0,-0.0010637348279797,1.0441916455180913
2017-07-25,2477.8798828125,2481.239990234375,2474.909912109375,2477.1298828125,4108060000,0,0,0.0029231716783382,1.0472439969630272
2017-07-26,2479.969970703125,2481.68994140625,2474.93994140625,2477.830078125,3557020000,0,0,0.0002826639480466,1.047540015085777
2017-07-27,2482.760009765625,2484.0400390625,2459.929931640625,2475.419921875,3995520000,0,0,-0.0009726882691745,1.0465210852016122
2017-07-28,2469.1201171875,2473.530029296875,2464.659912109375,2472.10009765625,3294770000,0,0,-0.0013411155777705,1.045117579471783
2017-07-31,2475.93994140625,2477.9599609375,2468.530029296875,2470.300048828125,3469210000,0,0,-0.0007281456077897,1.044356581696667
2017-08-01,2477.10009765625,2478.510009765625,2471.139892578125,2476.35009765625,3460860000,0,0,0.0024491149692504,1.0469143310341356
2017-08-02,2480.3798828125,2480.3798828125,2466.47998046875,2477.570068359375,3478580000,0,0,0.0004926487188865,1.0474300920381034
2017-08-03,2476.030029296875,2476.030029296875,2468.85009765625,2472.159912109375,3645020000,0,0,-0.0021836541856442,1.0451428669334546
2017-08-04,2476.8798828125,2480.0,2472.080078125,2476.830078125,3235140000,0,0,0.0018891035295691,1.0471172500122827
2017-08-07,2477.139892578125,2480.949951171875,2475.8798828125,2480.909912109375,2931780000,0,0,0.0016471997899281,1.048842061326533
2017-08-08,2478.35009765625,2490.8701171875,2470.320068359375,2474.919921875,3344640000,0,0,-0.0024144327873969,1.0463097026648651
2017-08-09,2465.35009765625,2474.409912109375,2462.080078125,2474.02001953125,3308060000,0,0,-0.0003636086710507,1.0459292553843718
2017-08-10,2465.3798828125,2465.3798828125,2437.75,2438.2099609375,3621070000,0,0,-0.0144744417228017,1.0307900133311372
2017-08-11,2441.0400390625,2448.090087890625,2437.85009765625,2441.320068359375,3159930000,0,0,0.0012755699762128,1.0321048581239225
2017-08-14,2454.9599609375,2468.219970703125,2454.9599609375,2465.840087890625,2822550000,0,0,0.0100437545445353,1.042471065983141
2017-08-15,2468.659912109375,2468.89990234375,2461.610107421875,2464.610107421875,2913100000,0,0,-0.0004988078808476,1.0419510731998731
2017-08-16,2468.6298828125,2474.929931640625,2463.860107421875,2468.110107421875,2953650000,0,0,0.0014201029158569,1.0434307509571048
2017-08-17,2462.949951171875,2465.02001953125,2430.010009765625,2430.010009765625,3142620000,0,0,-0.0154369521609586,1.0273233603713068
2017-08-18,2427.639892578125,2440.27001953125,2420.68994140625,2425.550048828125,3415680000,0,0,-0.0018353673110713,1.0254378446577812
2017-08-21,2425.5,2430.580078125,2417.35009765625,2428.3701171875,2788150000,0,0,0.0011626510699036,1.0266300710649925
2017-08-22,2433.75,2454.77001953125,2433.669921875,2452.510009765625,2777490000,0,0,0.0099407797877546,1.0368355745249362
2017-08-23,2444.8798828125,2448.909912109375,2441.419921875,2444.0400390625,2785290000,0,0,-0.003453592714973,1.033254766738132
2017-08-24,2447.909912109375,2450.389892578125,2436.18994140625,2438.969970703125,2846590000,0,0,-0.0020744620703185,1.031111318915558
2017-08-25,2444.719970703125,2453.9599609375,2442.219970703125,2443.050048828125,2588780000,0,0,0.0016728693563305,1.0328362334439374
2017-08-28,2447.35009765625,2449.1201171875,2439.030029296875,2444.239990234375,2677700000,0,0,0.0004870720543856,1.033339299110005
2017-08-29,2431.93994140625,2449.18994140625,2428.199951171875,2446.300048828125,2737580000,0,0,0.0008428217368101,1.0342102199327952
2017-08-30,2446.06005859375,2460.31005859375,2443.77001953125,2457.590087890625,2633660000,0,0,0.0046151489339618,1.0389832541268105
2017-08-31,2462.64990234375,2475.010009765625,2462.64990234375,2471.64990234375,3348110000,0,0,0.0057209762207304,1.0449272526174072
2017-09-01,2474.419921875,2480.3798828125,2473.85009765625,2476.550048828125,2710730000,0,0,0.0019825406825328,1.0469988634060086
2017-09-05,2470.35009765625,2471.969970703125,2446.550048828125,2457.85009765625,3490260000,0,0,-0.0075508068899006,1.0390931771744845
2017-09-06,2463.830078125,2469.639892578125,2459.199951171875,2465.5400390625,3374410000,0,0,0.0031287267736885,1.0423442158182674
2017-09-07,2468.06005859375,2468.6201171875,2460.2900390625,2465.10009765625,3353930000,0,0,-0.0001784361232346,1.0421582239573208
2017-09-08,2462.25,2467.110107421875,2459.39990234375,2461.429931640625,3302490000,0,0,-0.0014888507039184,1.0406066059519876
2017-09-11,2474.52001953125,2488.949951171875,2474.52001953125,2488.110107421875,3291760000,0,0,0.0108392993187771,1.051886052426998
2017-09-12,2491.93994140625,2496.77001953125,2490.3701171875,2496.47998046875,3230920000,0,0,0.0033639480109453,1.0554245424208009
2017-09-13,2493.889892578125,2498.3701171875,2492.139892578125,2498.3701171875,3368050000,0,0,0.0007571207193879,1.056223626209618
2017-09-14,2494.56005859375,2498.429931640625,2491.35009765625,2495.6201171875,3414460000,0,0,-0.0011007176162897,1.0550610222575076
2017-09-15,2495.669921875,2500.22998046875,2493.159912109375,2500.22998046875,4853170000,0,0,0.0018471814878802,1.0570099114464058
2017-09-18,2502.510009765625,2508.320068359375,2499.919921875,2503.8701171875,3194300000,0,0,0.0014559207541648,1.0585488341138385
2017-09-19,2506.2900390625,2507.840087890625,2503.18994140625,2506.64990234375,3249100000,0,0,0.0011101954279371,1.0597240301897195
2017-09-20,2506.840087890625,2508.85009765625,2496.669921875,2508.239990234375,3530010000,0,0,0.000634347815839,1.0603962638136628
2017-09-21,2507.159912109375,2507.159912109375,2499.0,2500.60009765625,2930860000,0,0,-0.0030459176984141,1.0571663840663803
2017-09-22,2497.260009765625,2503.469970703125,2496.5400390625,2502.219970703125,2865960000,0,0,0.000647793722952,1.0578512098140946
2017-09-25,2499.389892578125,2502.5400390625,2488.030029296875,2496.659912109375,3297890000,0,0,-0.0022220502828884,1.0555006112340732
2017-09-26,2501.0400390625,2503.510009765625,2495.1201171875,2496.840087890625,3043110000,0,0,7.216672978804795e-05,1.0555767832614753
2017-09-27,2503.300048828125,2511.75,2495.909912109375,2507.0400390625,3456030000,0,0,0.0040851439470808,1.0598889663682949
2017-09-28,2503.409912109375,2510.81005859375,2502.929931640625,2510.06005859375,3168620000,0,0,0.0012046155961591,1.0611657251473792
2017-09-29,2509.9599609375,2519.43994140625,2507.989990234375,2519.360107421875,3211920000,0,0,0.0037051100814438,1.0650974609737054
2017-10-02,2521.199951171875,2529.22998046875,2520.39990234375,2529.1201171875,3199730000,0,0,0.0038740034570177,1.0692236522195784
2017-10-03,2530.340087890625,2535.1298828125,2528.85009765625,2534.580078125,3068850000,0,0,0.0021588381272976,1.0715319330065984
2017-10-04,2533.47998046875,2540.530029296875,2531.800048828125,2537.739990234375,3017120000,0,0,0.0012467201713795,1.072867833481755
2017-10-05,2540.860107421875,2552.510009765625,2540.02001953125,2552.070068359375,3045120000,0,0,0.0056467873699215,1.0789260900134547
2017-10-06,2547.43994140625,2549.409912109375,2543.7900390625,2549.330078125,2884570000,0,0,-0.0010736344069645,1.0777677178406446
2017-10-09,2551.389892578125,2551.820068359375,2541.60009765625,2544.72998046875,2483970000,0,0,-0.0018044339160793,1.0758229572169176
2017-10-10,2549.989990234375,2555.22998046875,2544.860107421875,2550.639892578125,2960500000,0,0,0.0023224122617073,1.0783214616441843
2017-10-11,2550.6201171875,2555.239990234375,2547.949951171875,2555.239990234375,2976090000,0,0,0.0018035072962026,1.0802662222679116
2017-10-12,2552.8798828125,2555.330078125,2548.31005859375,2550.929931640625,3151510000,0,0,-0.001686752950886,1.0784440800297586
2017-10-13,2555.659912109375,2557.64990234375,2552.090087890625,2553.169921875,3149440000,0,0,0.0008781073155288,1.0793910696658215
2017-10-16,2555.570068359375,2559.469970703125,2552.639892578125,2557.639892578125,2916020000,0,0,0.0017507533144689,1.0812808171586472
2017-10-17,2557.169921875,2559.7099609375,2554.68994140625,2559.360107421875,2889390000,0,0,0.0006725789853143,1.0820080639134917
2017-10-18,2562.8701171875,2564.110107421875,2559.669921875,2561.260009765625,2998090000,0,0,0.0007423349056041,1.0828112762674795
2017-10-19,2553.389892578125,2562.360107421875,2547.919921875,2562.10009765625,2990710000,0,0,0.0003279978945605,1.0831664360863018
2017-10-20,2567.56005859375,2575.43994140625,2567.56005859375,2575.2099609375,3384650000,0,0,0.0051168427389869,1.0887088283999045
2017-10-23,2578.080078125,2578.2900390625,2564.330078125,2564.97998046875,3211710000,0,0,-0.0039724840397191,1.0843839499551844
2017-10-24,2568.659912109375,2572.179931640625,2565.580078125,2569.1298828125,3427330000,0,0,0.0016179082781735,1.0861383837245353
2017-10-25,2566.52001953125,2567.39990234375,2544.0,2557.14990234375,3874510000,0,0,-0.0046630497542752,1.0810736664011995
2017-10-26,2560.080078125,2567.070068359375,2559.800048828125,2560.39990234375,3869050000,0,0,0.0012709462190783,1.0824476528900575
2017-10-27,2570.260009765625,2582.97998046875,2565.93994140625,2581.070068359375,3887110000,0,0,0.0080730224980496,1.0911862771448
2017-10-30,2577.75,2580.030029296875,2568.25,2572.830078125,3658870000,0,0,-0.0031924705707864,1.0877026970677692
2017-10-31,2575.989990234375,2578.2900390625,2572.14990234375,2575.260009765625,3827230000,0,0,0.0009444586571358,1.088729987296405
2017-11-01,2583.2099609375,2588.39990234375,2574.919921875,2579.360107421875,3813180000,0,0,0.0015921101716727,1.0904633653833846
2017-11-02,2579.4599609375,2581.110107421875,2566.169921875,2579.85009765625,4048270000,0,0,0.0001899658108865,1.090670516140832
2017-11-03,2581.929931640625,2588.419921875,2576.77001953125,2587.840087890625,3567710000,0,0,0.0030970753849743,1.094048404949489
2017-11-06,2587.469970703125,2593.3798828125,2585.659912109375,2591.1298828125,3539080000,0,0,0.0012712512404724,1.095439215341418
2017-11-07,2592.110107421875,2597.02001953125,2584.35009765625,2590.639892578125,3809650000,0,0,-0.0001891029228697,1.0952320645839706
2017-11-08,2588.7099609375,2595.469970703125,2585.02001953125,2594.3798828125,3899360000,0,0,0.0014436550000984,1.0968132018302754
2017-11-09,2584.0,2586.5,2566.330078125,2584.6201171875,3831610000,0,0,-0.003761887644002,1.0926871137985317
2017-11-10,2580.179931640625,2583.81005859375,2575.570068359375,2582.300048828125,3486910000,0,0,-0.0008976438525517,1.091706269928068
2017-11-13,2576.530029296875,2587.659912109375,2574.47998046875,2584.840087890625,3402930000,0,0,0.0009836343625724,1.092780109729005
2017-11-14,2577.75,2579.659912109375,2566.56005859375,2578.8701171875,3641760000,0,0,-0.0023096092988857,1.0902562146259376
2017-11-15,2569.449951171875,2572.840087890625,2557.449951171875,2564.6201171875,3558890000,0,0,-0.0055256757232663,1.0842318123286387
2017-11-16,2572.949951171875,2590.090087890625,2572.949951171875,2585.639892578125,3312710000,0,0,0.0081960580632411,1.0931182392164975
2017-11-17,2582.93994140625,2583.9599609375,2577.6201171875,2578.85009765625,3300160000,0,0,-0.0026259630899742,1.0902477510673374
2017-11-20,2579.489990234375,2584.639892578125,2578.239990234375,2582.139892578125,3003540000,0,0,0.0012756828808564,1.0916385614592663
2017-11-21,2589.169921875,2601.18994140625,2589.169921875,2599.030029296875,3332720000,0,0,0.0065411392958598,1.0987791213505034
2017-11-22,2600.31005859375,2600.93994140625,2595.22998046875,2597.080078125,2762950000,0,0,-0.0007502611166068,1.0979547501000146
2017-11-24,2600.419921875,2604.2099609375,2600.419921875,2602.419921875,1349780000,0,0,0.0020560951489239,1.1002122495354332
2017-11-27,2602.659912109375,2606.409912109375,2598.8701171875,2601.419921875,3006860000,0,0,-0.0003842577408796,1.0997894844619385
2017-11-28,2605.93994140625,2627.68994140625,2605.43994140625,2627.0400390625,3488420000,0,0,0.0098485127187901,1.1106207751876536
2017-11-29,2627.820068359375,2634.889892578125,2620.320068359375,2626.070068359375,4078280000,0,0,-0.0003692257021979,1.1102107054520591
2017-11-30,2633.929931640625,2657.739990234375,2633.929931640625,2647.580078125,4938490000,0,0,0.0081909504338029,1.1193043863114942
2017-12-01,2645.10009765625,2650.6201171875,2605.52001953125,2642.219970703125,3942320000,0,0,-0.0020245308031139,1.117038320103346
2017-12-04,2657.18994140625,2665.18994140625,2639.030029296875,2639.43994140625,4023150000,0,0,-0.0010521566439205,1.115863020813335
2017-12-05,2639.780029296875,2648.719970703125,2627.72998046875,2629.570068359375,3539040000,0,0,-0.0037393815604747,1.1116903832092904
2017-12-06,2626.239990234375,2634.409912109375,2624.75,2629.27001953125,3229000000,0,0,-0.0001141056599842,1.111563533044416
2017-12-07,2628.3798828125,2640.989990234375,2626.530029296875,2636.97998046875,3292400000,0,0,0.0029323579853828,1.1148230352467992
2017-12-08,2646.2099609375,2651.64990234375,2644.10009765625,2651.5,3106150000,0,0,0.0055063063196516,1.1209615923710718
2017-12-11,2652.18994140625,2660.330078125,2651.469970703125,2659.989990234375,3091950000,0,0,0.0032019574710069,1.1245508637164765
2017-12-12,2661.72998046875,2669.719970703125,2659.780029296875,2664.110107421875,3555680000,0,0,0.0015489220646041,1.1262927053620564
2017-12-13,2667.590087890625,2671.8798828125,2662.85009765625,2662.85009765625,3542370000,0,0,-0.0004729570906678,1.125760017240888
2017-12-14,2665.8701171875,2668.090087890625,2652.010009765625,2652.010009765625,3430030000,0,0,-0.0040708592271739,1.1211772066871193
2017-12-15,2660.6298828125,2679.6298828125,2659.139892578125,2675.81005859375,5723920000,0,0,0.0089743435132163,1.1312390360791178
2017-12-18,2685.919921875,2694.969970703125,2685.919921875,2690.159912109375,3724660000,0,0,0.0053628072252507,1.1373056529552883
2017-12-19,2692.7099609375,2694.43994140625,2680.739990234375,2681.469970703125,3368590000,0,0,-0.0032302694598687,1.133631849238011
2017-12-20,2688.179931640625,2691.010009765625,2676.110107421875,2679.25,3241030000,0,0,-0.0008278931807477,1.1326933231605485
2017-12-21,2683.02001953125,2692.639892578125,2682.39990234375,2684.570068359375,3273390000,0,0,0.0019856558213586,1.1349424622514963
