Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2019-03-07,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,11600,0,0,,,,,,,,,9.829999923706056
2019-03-08,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,,,,,9.84000015258789
2019-03-11,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,19500,0,0,1.0,,,,,,,,9.84000015258789
2019-03-12,9.789999961853027,9.850000381469728,9.789999961853027,9.850000381469728,105800,0,0,1.0061287456435644,,,,,,,,10.050000190734863
2019-03-13,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,53900,0,0,1.0,,,,,,,,10.050000190734863
2019-03-14,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,,,,,9.96500015258789
2019-03-15,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,,,,,9.96500015258789
2019-03-18,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,100,0,0,1.0,,,,,,,,9.880000114440918
2019-03-19,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,9.820000171661375,,,,9.880000114440918
2019-03-20,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,9.820000171661375,,,,9.880000114440918
2019-03-21,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,100,0,0,1.0,,,,9.820000171661375,,,,9.899999618530272
2019-03-22,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,100,0,0,1.0,,,,9.820000171661375,,,,9.899999618530272
2019-03-25,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,100,0,0,1.0,,,,9.789999961853027,,,,9.899999618530272
2019-03-26,9.789999961853027,9.829999923706056,9.789999961853027,9.8100004196167,45600,0,0,1.002042947685557,,,,9.80999994277954,,,,9.899999618530272
2019-03-27,9.798999786376951,9.798999786376951,9.789999961853027,9.789999961853027,35000,0,0,1.0,,,,9.80999994277954,,,,9.899999618530272
2019-03-28,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,0,0,1.0,,,,9.80999994277954,,,,9.899999618530272
2019-03-29,9.850000381469728,9.852999687194824,9.817999839782717,9.81999969482422,36200,0,0,1.0030643241152286,,,,9.821499824523926,,,,9.899999618530272
2019-04-01,9.59000015258789,9.81999969482422,9.59000015258789,9.81999969482422,191100,0,0,1.0030643241152286,,,,9.721499919891356,,,,9.899999618530272
2019-04-02,9.800000190734863,9.829999923706056,9.800000190734863,9.800000190734863,12100,0,0,1.0010214738427785,,,,9.721499919891356,,,,9.899999618530272
2019-04-03,9.800000190734863,9.8100004196167,9.800000190734863,9.8100004196167,23400,0,0,1.002042947685557,9.79850001335144,9.829831122281812,9.767168904421068,9.721499919891356,,,,9.899999618530272
2019-04-04,9.800000190734863,9.84000015258789,9.789999961853027,9.789999961853027,386000,0,0,1.0,9.79850001335144,9.829831122281812,9.767168904421068,9.721499919891356,,,,9.899999618530272
2019-04-05,9.779999732971191,9.829999923706056,9.779999732971191,9.800000190734863,17200,0,0,1.0010214738427785,9.799000024795532,9.83008819072072,9.767911858870344,9.721499919891356,,,,9.899999618530272
2019-04-08,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,0,0,1.0010214738427785,9.799500036239625,9.830310549819966,9.768689522659283,9.721499919891356,,,,9.899999618530272
2019-04-09,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,100,0,0,1.0010214738427785,9.79700002670288,9.817209521832217,9.776790531573544,9.721499919891356,,,,9.899999618530272
2019-04-10,9.800000190734863,9.80500030517578,9.795000076293944,9.800000190734863,43200,0,0,1.0010214738427785,9.797500038146971,9.81748315943018,9.777516916863767,9.721499919891356,,,,9.869999885559082
2019-04-11,9.800000190734863,9.800000190734863,9.789999961853027,9.800000190734863,60600,0,0,1.0010214738427785,9.798000049591064,9.817702957796785,9.778297141385345,9.71500015258789,9.721499919891356,,,9.869999885559082
2019-04-12,9.829999923706056,9.835000038146973,9.829999923706056,9.829999923706056,235700,0,0,1.0040857979580071,9.800000047683715,9.823793522559304,9.776206572808128,9.80999994277954,9.721499919891356,,,9.869999885559082
2019-04-15,9.829999923706056,9.84000015258789,9.829999923706056,9.84000015258789,138800,0,0,1.0051072718007856,9.80250005722046,9.8315541641575,9.77344595028342,9.80999994277954,9.721499919891356,,,9.869999885559082
2019-04-16,9.880000114440918,9.925000190734863,9.84000015258789,9.84000015258789,3500,0,0,1.0051072718007856,9.805000066757202,9.837735446075223,9.77226468743918,9.852499961853027,9.757500171661375,,,9.869999885559082
2019-04-17,9.880000114440918,10.239999771118164,9.84000015258789,10.050000190734863,74200,0,0,1.026557735433599,9.818000078201294,9.929710174466791,9.706289981935797,10.009999752044678,9.914999961853027,,,9.869999885559082
2019-04-18,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,0,0,1.026557735433599,9.831000089645386,9.981066351368876,9.680933827921896,10.014999866485596,9.914999961853027,,,9.890000343322754
2019-04-22,10.0,10.0,9.899999618530272,9.96500015258789,12700,0,0,1.0178754025961958,9.83975009918213,9.99944015703585,9.680060041328408,10.014999866485596,9.914999961853027,,,9.890000343322754
2019-04-23,9.96500015258789,9.96500015258789,9.96500015258789,9.96500015258789,0,0,0,1.0178754025961958,9.848500108718872,10.015421466351944,9.6815787510858,10.014999866485596,9.914999961853027,,,9.890000343322754
2019-04-24,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,100,0,0,1.0091930697587923,9.852000093460084,10.018475724457357,9.685524462462809,10.014999866485596,9.914999961853027,,,9.890000343322754
2019-04-25,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,12100,0,0,1.0091930697587923,9.856500101089477,10.020858081881189,9.692142120297769,10.03499984741211,9.914999961853027,,,9.890000343322754
2019-04-26,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,100,0,0,1.0091930697587923,9.861000108718873,10.022707195622637,9.699293021815109,10.03499984741211,9.914999961853027,,,9.890000343322754
2019-04-29,9.90999984741211,9.90999984741211,9.899999618530272,9.899999618530272,4000,0,0,1.0112359200312422,9.865000104904174,10.02640678549118,9.703593424317168,10.039999961853027,9.914999961853027,,,9.890000343322754
2019-04-30,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,100,0,0,1.0112359200312422,9.869000101089478,10.0297037105853,9.708296491593655,10.039999961853027,9.914999961853027,,,9.869999885559082
2019-05-01,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.874000072479248,10.031975491380992,9.716024653577504,9.96500015258789,9.914999961853027,,,9.899999618530272
2019-05-02,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.878500032424927,10.034008437050993,9.722991627798862,9.94000005722046,9.914999961853027,,,10.0
2019-05-03,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.884000015258788,10.034234490317836,9.73376554019974,9.922500133514404,9.914999961853027,,,10.0
2019-05-06,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.88899998664856,10.0342391648651,9.74376080843202,9.894999980926514,9.914999961853027,,,10.0
2019-05-07,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.89399995803833,10.03334217390254,9.75465774217412,9.894999980926514,9.914999961853027,,,10.140000343322754
2019-05-08,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.8989999294281,10.031423115445747,9.766576743410454,9.894999980926514,10.009999752044678,,,10.140000343322754
2019-05-09,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.90399990081787,10.028311445367702,9.77968835626804,9.904999732971191,10.009999752044678,,,10.140000343322754
2019-05-10,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.90899987220764,10.023754535998918,9.794245208416363,9.899999618530272,10.009999752044678,,,10.100000381469728
2019-05-13,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.912499856948852,10.021465963070147,9.803533750827556,9.899999618530272,10.009999752044678,,,10.100000381469728
2019-05-14,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.915499830245972,10.019452042259926,9.811547618232018,9.899999618530272,10.014999866485596,,,10.100000381469728
2019-05-15,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.918499803543089,10.016814225512544,9.820185381573634,9.899999618530272,10.014999866485596,,,10.100000381469728
2019-05-16,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,0,0,1.0112359200312422,9.91099977493286,9.988531251700374,9.833468298165345,9.899999618530272,10.014999866485596,,,10.100000381469728
2019-05-17,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,400,0,0,1.008171595916014,9.901999759674071,9.94800991409774,9.855989605250402,9.884999752044678,10.014999866485596,,,10.100000381469728
2019-05-20,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0,0,1.008171595916014,9.89724974632263,9.935068209516706,9.859431283128556,9.884999752044678,10.03499984741211,9.718250036239624,,10.100000381469728
2019-05-21,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0,0,1.008171595916014,9.89249973297119,9.916186458806855,9.868813007135524,9.884999752044678,10.03499984741211,9.76574993133545,,10.187999725341797
2019-05-22,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0,0,1.008171595916014,9.891999721527098,9.91711578895089,9.866883654103306,9.884999752044678,10.039999961853027,9.76574993133545,,10.187999725341797
2019-05-23,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0,0,1.008171595916014,9.891499710083009,9.917929820138887,9.865069600027129,9.884999752044678,10.039999961853027,9.805000066757202,,10.187999725341797
2019-05-24,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0,0,1.008171595916014,9.890999698638916,9.91864499851073,9.8633543987671,9.884999752044678,9.960000038146973,9.962499856948853,,9.890000343322754
2019-05-28,9.880000114440918,9.890000343322754,9.880000114440918,9.890000343322754,11700,0,0,1.0102145436015713,9.89049973487854,9.917832438316251,9.863167031440826,9.884999752044678,9.93499994277954,9.964999914169312,,9.890000343322754
2019-05-29,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015713,9.889999771118164,9.91697882128248,9.863020720953848,9.884999752044678,9.917500019073486,9.964999914169312,,10.020000457763672
2019-05-30,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015713,9.889499807357788,9.916082508813185,9.86291710590239,9.880000114440918,9.889999866485596,9.964999914169312,,10.020000457763672
2019-05-31,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015713,9.88899984359741,9.91514155899461,9.86285812820021,9.880000114440918,9.889999866485596,9.964999914169312,,10.25
2019-06-03,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,100,0,0,1.0102145436015713,9.888499879837036,9.91415366999547,9.8628460896786,9.880000114440918,9.889999866485596,9.974999904632568,,10.289999961853027
2019-06-04,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015713,9.88799991607666,9.913116106341528,9.86288372581179,9.880000114440918,9.889999866485596,9.974999904632568,,10.09000015258789
2019-06-05,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015713,9.887499952316285,9.912025601659218,9.862974302973347,9.880000114440918,9.884999752044678,9.977499961853027,,10.053999900817873
2019-06-06,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,1400,0,0,1.008171595916014,9.885999965667724,9.91095471856161,9.861045212773837,9.880000114440918,9.884999752044678,9.977499961853027,,10.03499984741211
2019-06-07,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,4500,0,0,1.0112359200312422,9.885999965667724,9.91095471856161,9.861045212773837,9.884999752044678,9.884999752044678,9.94000005722046,,10.050000190734863
2019-06-10,10.06999969482422,10.06999969482422,10.0,10.0,600,0,0,1.0214504636328132,9.89099998474121,9.946764426771368,9.835235542711052,9.96999979019165,9.96999979019165,9.927500009536743,,10.050000190734863
2019-06-11,10.0,10.0,10.0,10.0,0,0,0,1.0214504636328132,9.896000003814695,9.969446687072718,9.822553320556672,9.96999979019165,9.96999979019165,9.918750047683716,,10.050000190734863
2019-06-12,10.0,10.0,10.0,10.0,0,0,0,1.0214504636328132,9.901000022888184,9.987469477333113,9.814530568443256,9.96999979019165,9.96999979019165,9.90499997138977,,10.079999923706056
2019-06-13,10.220000267028809,10.220000267028809,10.109999656677246,10.140000343322754,700,0,0,1.0357508051923914,9.913000059127809,10.048807830970642,9.777192287284972,10.045000076293944,10.045000076293944,9.90499997138977,,10.079999923706056
2019-06-14,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,0,0,1.0357508051923914,9.925000095367432,10.093065311373648,9.756934879361216,10.045000076293944,10.045000076293944,9.952499866485596,,10.050000190734863
2019-06-17,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,0,0,1.0357508051923914,9.938500118255616,10.128877469469192,9.748122767042036,10.045000076293944,10.045000076293944,9.957499742507936,,10.050000190734863
2019-06-18,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,0,0,1.0316650072343845,9.950000143051149,10.150084090376364,9.74991619572593,10.045000076293944,10.045000076293944,9.954999685287476,,10.029999732971191
2019-06-19,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,0,0,1.0316650072343845,9.96150016784668,10.168270690821458,9.7547296448719,10.05999994277954,10.045000076293944,9.954999685287476,,10.0600004196167
2019-06-20,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,0,0,1.0316650072343845,9.973000192642212,10.183724954920327,9.762275430364095,10.110000133514404,10.045000076293944,9.957499742507936,,10.050000190734863
2019-06-21,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,0,0,1.0316650072343845,9.984500217437745,10.196599757217902,9.772400677657588,10.110000133514404,10.045000076293944,9.957499742507936,,10.100000381469728
2019-06-24,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,0,0,1.0316650072343845,9.996000242233276,10.2069455365269,9.785054947939656,10.110000133514404,10.045000076293944,9.957499742507936,,10.100000381469728
2019-06-25,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,0,0,1.0316650072343845,10.006500244140629,10.21618376720096,9.796816721080292,10.160000324249268,10.045000076293944,9.949999809265137,,10.100000381469728
2019-06-26,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,0,0,1.0316650072343845,10.017000246047974,10.22326412218356,9.810736369912387,10.12000036239624,10.045000076293944,9.959999799728394,9.914999961853027,10.100000381469728
2019-06-27,10.234000205993652,10.234000205993652,9.928999900817873,10.187999725341797,1600,0,0,1.0406537042941353,10.031900215148926,10.242371367541258,9.821429062756597,10.081500053405762,10.052000045776367,9.959999799728394,9.914999961853027,10.100000381469728
2019-06-28,10.187999725341797,10.187999725341797,10.187999725341797,10.187999725341797,0,0,0,1.0406537042941353,10.04680018424988,10.257171069652536,9.836429298847222,10.081500053405762,10.052000045776367,9.962499856948853,9.914999961853027,10.100000381469728
2019-07-01,10.187999725341797,10.187999725341797,10.187999725341797,10.187999725341797,0,0,0,1.0406537042941353,10.06170015335083,10.267656937423853,9.855743369277809,10.081500053405762,10.052000045776367,9.962499856948853,9.914999961853027,10.100000381469728
2019-07-02,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,5100,0,0,1.0102145436015708,10.06170015335083,10.267656937423853,9.855743369277809,10.062000274658203,10.052000045776367,9.922499895095823,9.914999961853027,10.100000381469728
2019-07-03,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0,0,0,1.0102145436015708,10.06170015335083,10.267656937423853,9.855743369277809,10.062000274658203,10.052000045776367,9.90999984741211,9.914999961853027,10.09000015258789
2019-07-05,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,400,0,0,1.0234934113183702,10.069200181961062,10.256582285285946,9.881818078636178,10.062000274658203,10.052000045776367,9.901249885559082,9.914999961853027,10.09000015258789
2019-07-08,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,0,0,0,1.0234934113183702,10.075200223922732,10.247442635729916,9.902957812115549,10.062000274658203,10.052000045776367,9.884999990463257,9.914999961853027,10.09000015258789
2019-07-09,10.289999961853027,10.289999961853027,10.25,10.25,400,0,0,1.0469867252236336,10.087700223922733,10.272281104777765,9.903119343067695,10.09000015258789,10.079999923706056,9.884999990463257,9.914999961853027,10.0600004196167
2019-07-10,10.289999961853027,10.289999961853027,10.289999961853027,10.289999961853027,1400,0,0,1.0510725231816405,10.102200222015382,10.30204874128044,9.902351702750323,10.09000015258789,10.079999923706056,9.884999990463257,9.914999961853027,10.079999923706056
2019-07-11,10.0,10.100000381469728,10.0,10.09000015258789,201800,0,0,1.0306435333916055,10.106700229644776,10.301060184326897,9.912340274962656,10.09000015258789,10.079999923706056,9.884999990463257,9.914999961853027,10.079999923706056
2019-07-12,10.100000381469728,10.100000381469728,10.029999732971191,10.053999900817873,6000,0,0,1.0269662860054676,10.102400207519532,10.29743446077246,9.907365954266607,10.09000015258789,10.079999923706056,9.882499933242798,9.914999961853027,10.079999923706056
