Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2020-10-16,11.050000190734863,12.739999771118164,10.220000267028809,12.300000190734863,1376900,0,0,,,,,,,,,,13.5
2020-10-19,13.239999771118164,13.300000190734863,12.609999656677246,13.149999618530272,350300,0,0,0.0691056434645978,1.0691056434645978,,,,,,,,13.3100004196167
2020-10-20,13.210000038146973,13.550000190734863,13.140000343322754,13.5,182500,0,0,0.02661599936296022,1.0975609585899888,,,,,,,,13.420000076293944
2020-10-21,13.5,13.890000343322754,13.40999984741211,13.5,184300,0,0,0.0,1.0975609585899888,,,,,,,,13.199999809265137
2020-10-22,13.5,14.0,13.350000381469728,13.5,213900,0,0,0.0,1.0975609585899888,,,,,,,,13.114999771118164
2020-10-23,13.5,13.609999656677246,13.0,13.5,108400,0,0,0.0,1.0975609585899888,,,,,,,,13.149999618530272
2020-10-26,13.5,13.675999641418455,13.130000114440918,13.5,129000,0,0,0.0,1.0975609585899888,,,,,,,,13.020000457763672
2020-10-27,13.350000381469728,13.350000381469728,13.199999809265137,13.350000381469728,53100,0,0,-0.011111082854094234,1.0853658678416764,,,,,,,,13.210000038146973
2020-10-28,13.15999984741211,13.244999885559082,12.71500015258789,12.84000015258789,117500,0,0,-0.03820226324410714,1.04390243524222,,,,12.110000133514404,,,,13.0600004196167
2020-10-29,12.710000038146973,13.149999618530272,12.5,13.050000190734863,18600,0,0,0.01635514296350271,1.060975608810555,,,,13.25,,,,12.210000038146973
2020-10-30,12.699999809265137,12.979999542236328,12.5,12.699999809265137,51900,0,0,-0.026819952211051823,1.0325202936851643,,,,13.25,,,,12.260000228881836
2020-11-02,12.699999809265137,12.949999809265137,12.5600004196167,12.880000114440918,49800,0,0,0.01417325258890667,1.0471544646107362,,,,13.25,,,,12.729999542236328
2020-11-03,12.84000015258789,12.84000015258789,11.640000343322754,12.510000228881836,45200,0,0,-0.02872669893412827,1.0170731735683354,,,,12.820000171661377,,,,12.18000030517578
2020-11-04,12.75,13.0,12.4399995803833,12.869999885559082,45100,0,0,0.02877695044690043,1.0463414378849831,,,,12.657999992370605,,,,11.979999542236328
2020-11-05,12.779999732971191,13.25,12.699999809265137,12.821999549865724,8800,0,0,-0.00372962984616787,1.042438971628965,,,,12.657999992370605,,,,12.300000190734863
2020-11-06,12.75,13.199999809265137,12.369999885559082,12.800000190734863,4600,0,0,-0.00171575104532673,1.0406504058737034,,,,12.49500036239624,,,,11.960000038146973
2020-11-09,12.960000038146973,13.0,12.960000038146973,13.0,600,0,0,0.015624984866008385,1.0569105527162854,,,,12.445000171661377,,,,12.140000343322754
2020-11-10,12.859999656677246,13.369999885559082,12.859999656677246,13.1899995803833,36500,0,0,0.014615352337177034,1.0723576728331146,,,,12.505000114440918,,,,12.239999771118164
2020-11-11,13.1899995803833,13.5,12.175000190734863,12.619999885559082,37700,0,0,-0.04321453472007275,1.0260162349481314,,,,12.570000171661377,,,,11.800000190734863
2020-11-12,12.710000038146973,13.56999969482422,12.5600004196167,12.75,14800,0,0,0.0103011185118691,1.036585349779434,13.016599988937378,13.739366477164657,12.293833500710099,12.605000019073486,,,,11.539999961853027
2020-11-13,12.699999809265137,13.067999839782717,12.600000381469728,12.630000114440918,10200,0,0,-0.009411755730124094,1.0268292616738848,13.03309998512268,13.702190579253088,12.364009390992273,12.605000019073486,,,,11.699999809265137
2020-11-16,12.90999984741211,13.479999542236328,12.600000381469728,12.789999961853027,11700,0,0,0.012668238001769083,1.0398373791479503,13.015100002288818,13.69005031871864,12.340149685858997,12.872499942779541,,,,11.239999771118164
2020-11-17,12.989999771118164,13.489999771118164,12.609999656677246,13.100000381469728,38500,0,0,0.024237718572423406,1.0650406649048245,12.995100021362305,13.633737168394235,12.356462874330374,12.872499942779541,,,,11.449999809265137
2020-11-18,13.6899995803833,13.6899995803833,12.75,12.859999656677246,39900,0,0,-0.018320665481198706,1.0455284111592298,12.963100004196168,13.559643378876096,12.36655662951624,12.932499885559082,,,,11.119999885559082
2020-11-19,13.050000190734863,13.170000076293944,12.75,12.979999542236328,10500,0,0,0.009331251070195501,1.0552844992647792,12.937099981307984,13.480151243398224,12.394048719217745,12.932499885559082,,,,11.210000038146973
2020-11-20,12.949999809265137,13.170000076293944,12.75,12.800000190734863,35000,0,0,-0.013867438971454149,1.0406504058737034,12.902099990844727,13.381356105526933,12.42284387616252,12.932499885559082,12.110000133514404,,,11.109999656677246
2020-11-23,13.850000381469728,13.850000381469728,13.0600004196167,13.5,18400,0,0,0.054687484283931775,1.0975609585899888,12.902099990844727,13.381356105526933,12.42284387616252,13.012500286102295,12.820000171661377,,,11.21500015258789
2020-11-24,13.640000343322754,13.75,13.18000030517578,13.3100004196167,19000,0,0,-0.014074042991355618,1.08211383847316,12.900099992752075,13.37206280722358,12.42813717828057,13.205000400543213,12.820000171661377,,,11.5
2020-11-25,13.210000038146973,13.468000411987305,13.210000038146973,13.420000076293944,6400,0,0,0.00826443675502242,1.091056899852956,12.929099988937377,13.451851164200779,12.406348813673976,13.225000381469728,12.820000171661377,,,12.005000114440918
2020-11-27,13.520000457763672,13.520000457763672,12.770000457763672,13.199999809265137,7400,0,0,-0.01639346242757711,1.0731706995588677,12.936599969863892,13.470382673834848,12.402817265892935,13.225000381469728,12.820000171661377,,,12.260000228881836
2020-11-30,13.050000190734863,13.279999732971191,13.050000190734863,13.114999771118164,6300,0,0,-0.006439396922362839,1.0662601274589583,12.957349967956542,13.484890828186595,12.42980910772649,13.230000019073486,12.74500036239624,,,12.210000038146973
2020-12-01,13.251999855041504,13.8100004196167,13.140000343322754,13.149999618530272,5700,0,0,0.0026686883738407108,1.0691056434645978,12.97084994316101,13.50363199912149,12.43806788720053,13.300000190734863,12.74500036239624,,,12.152999877929688
2020-12-02,13.149999618530272,13.30500030517578,13.010000228881836,13.020000457763672,23300,0,0,-0.00988586802568514,1.0585366061677917,12.996349954605103,13.484995213398495,12.50770469581171,13.300000190734863,12.74500036239624,,,12.050000190734863
2020-12-03,12.920000076293944,13.3100004196167,12.920000076293944,13.210000038146973,11200,0,0,0.014592901206083031,1.0739837262846206,13.013349962234496,13.506915484107898,12.519784440361095,13.300000190734863,12.74500036239624,,,12.0
2020-12-04,13.3100004196167,13.40999984741211,12.979999542236328,13.0600004196167,37900,0,0,-0.011355005154967013,1.061788635536308,13.025250005722047,13.51112152524237,12.539378486201723,13.3100004196167,12.74500036239624,,,12.100000381469728
